Sentence,class,file
"`Coding' a set of data involves establishing commonalities that emerge (open coding); grouping these commonalities, or concepts, into higher-order clusters (axial coding); and nally, establishing potential relationships among the 3Questions can be found at http://neilernst.net/docs/trac-survey.txt .",OADS,1004.2889v1.pdf
"We interviewed ve participants, assigning them a series of tasks to 4http://pymetrics.org",Non-OADS,1004.2889v1.pdf
5http://www.clearsilver.net 6http://lesscode.org/kid,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.co.uk/exec/obidos/ASIN/0674012925/citeulike-21 2.,Non-OADS,1004.2889v1.pdf
Available: http://dx.doi.org/10.1016/j.im.2004.01.011 3.,OADS,1004.2889v1.pdf
Available: http://www.amazon.de/exec/obidos/ASIN/0761924426 4.,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.co.uk/exec/obidos/ASIN/0803959400/citeulike-21 5.,Non-OADS,1004.2889v1.pdf
Available: http://www.cs.toronto.edu/ nernst/papers/mylopoulos92representing.pdf 6.,Non-OADS,1004.2889v1.pdf
Available: http://dx.doi.org/10.1002/smr.301 8.,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.de/exec/obidos/ASIN/0596001088 11.,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.fr/exec/obidos/ASIN/0596007590/ citeulike04-21 12.,Non-OADS,1004.2889v1.pdf
Available: http://www.ics.uci.edu/ wscacchi/Papers/New/ Scacchi-Jensen-Noll-Elliott-MKIDS04.pdf 14.,Non-OADS,1004.2889v1.pdf
Available: http://oss2005.case.unibz.it/Resources/Proceedings/ OSS2005Proceedings.pdf 15.,Non-OADS,1004.2889v1.pdf
Available: http://dx.doi.org/10.1145/1083258.1083263,Non-OADS,1004.2889v1.pdf
Available: http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd= Retrieve&db=pubmed&dopt=Abstract&list uids=5341441 21.,OADS,1004.2889v1.pdf
Available: http://www.amazon.fr/exec/obidos/ASIN/1558608702/citeulike04-21 25.,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.fr/exec/obidos/ASIN/0130266922/ citeulike04-21 26.,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.fr/exec/obidos/ASIN/0970138598/citeulike04-21 27.,Non-OADS,1004.2889v1.pdf
Available: http://www.amazon.co.uk/ exec/obidos/ASIN/0201835959/citeulike-21 28.,Non-OADS,1004.2889v1.pdf
"http://www.bnl.gov/cathie-riken [20] G.S.F.Stephans (Phobos collaboration) talk at AGS/RHIC Users meeting, June 2009, see also Phys.",Non-OADS,1004.2890v1.pdf
"http://mally.eco.rug.nl/spbib.html, 1996–2007.",Non-OADS,1004.2891v1.pdf
"http://cmup.fc.up.pt/cmup/bessa/cycles.pdf [12] Ding, H., Disturbance of the homoclinic trajectory and applications .Acta Sci.",OADS,1004.2893v2.pdf
"Preprint, to appear in Proceed ings of Robert Zimmer’s birthday conference, http://xxx.lanl.gov/abs/0704.3499 , 2008.",Non-OADS,1004.2894v4.pdf
"Book in prepa- ration,http://www.math.utah.edu/ ∼margalit/primer/ , 2009.",Non-OADS,1004.2894v4.pdf
http://lanl.arxiv.org/abs/dg-ga/9702018 .,Non-OADS,1004.2894v4.pdf
Higgs b undles and surface group representations in real symplectic group s. Preprint http://lanl.arxiv.org/abs/0809.0576 .,Non-OADS,1004.2894v4.pdf
"Preprint, http://lanl.arxiv.org/abs/0907.0273 , 2009.",Non-OADS,1004.2894v4.pdf
"Preprint, http://lanl.arxiv.org/abs/0908.4101 , 2009.",Non-OADS,1004.2894v4.pdf
Preprint http://arxiv.org/abs/0911.4234 .,Non-OADS,1004.2894v4.pdf
"Type II and III waveforms are shown less likely to appear than type I, because a combination of general relativity (GR) and electron capture near core bounce suppresses multiple bounc e in the type II waveforms 1http://www.ego-gw.it/ 2http://geo600.aei.mpg.de/ 3http://www.gravity.uwa.edu.au/",Non-OADS,1004.2896v2.pdf
"Press, Cambridge, UK, 2001); errata http://physics.bu.edu/ redner.",Non-OADS,1004.2898v1.pdf
"The optical/NIR spectral energy distribution, con- structed from simultaneous imaging in the g′r′i′z′JHK 18http://astro.berkeley.edu/ ∼nat/swift ; see Butler & Kocevski (2007) for details.ﬁlters, implied a spectral steepening around the observed g′band.",OADS,1004.2900v2.pdf
20Seehttp://astromatic.iap.fr .,Non-OADS,1004.2900v2.pdf
