Sentence,class,file
http://tools.ietf.org/html/rfc2920.,None,None
"[18] Tsunami of data could consume one ﬁfth of global electricity by 2025. https://www.theguardian.com/environment/2017/dec/11/tsunami- ofdatacouldconsumeﬁfthglobalelectricityby2025 , 2017.",Non-OADS,1904.05867v1.pdf
"For more details, please see the project website at https://sites.google.com/view/keyin.",Non-OADS,1904.05867v1.pdf
4.https://sites.google.com/view/keyin 8,Non-OADS,1904.05869v2.pdf
"Found at http://www.tcs.tifr.res.in/ ~prahladh/teaching/2009-10/limits/lectures/lec09.pdf , 2010.11 [H˚ as97] Johan H˚ astad.",None,None
"https://github.com/open-mmlab/ mmdetection , 2018.",OADS,1904.05869v2.pdf
"[82] J. M. Mart n-Garc a, http://www.xact.es/.",Non-OADS,1904.05870v3.pdf
"[83] J. Noller, https://github.com/xAct-contrib/xIST.",OADS,1904.05873v1.pdf
After ﬂattening the 2D 1https://github.com/idansc/simple-avsd,OADS,1904.05874v3.pdf
"Inhttps://arxiv.org/abs/1806.00525 , 2018.",Non-OADS,1904.05874v3.pdf
"In https://arxiv.org/abs/1806.08409 , 2018.",None,None
"In https://arxiv.org/abs/1709.07192 , 2017.",Non-OADS,1904.05876v1.pdf
"Inhttps://arxiv.org/abs/1802.03803 , 2018.",Non-OADS,1904.05876v1.pdf
"https://github.com/aaron-xichen/ pytorch-playground , 2017.",OADS,1904.05876v1.pdf
Refer to our project page for more de- tails: https://prior.allenai.org/projects/ two-body-problem indicates equal contributions.,Non-OADS,1904.05876v1.pdf
"In https://arxiv.org/abs/1711.11017 , 2017.",OADS,1904.05876v1.pdf
"In https://arxiv.org/abs/1712.05474 , 2017.",Non-OADS,1904.05878v1.pdf
"In https://arxiv.org/abs/1602.01783 , 2016.",None,None
"In https://arxiv.org/abs/1801.02209 , 2018.",Non-OADS,1904.05879v1.pdf
"In https://arxiv.org/abs/1705.08080 , 2017.",Non-OADS,1904.05879v1.pdf
This includes clip summaries with agent communication signals for video https://youtu.be/9sQhD_ Gin5M .,Non-OADS,1904.05879v1.pdf
"A.8.2 Video The associated video includes episode visualizations for theConstrained task on Unseen scenes , and can be found here: https://youtu.be/9sQhD_Gin5M .",Non-OADS,1904.05879v1.pdf
To train the 1https://github.com/idansc/fgaTable 3: Performance of discriminative models on VisDial v1.0 test- std.,OADS,1904.05879v1.pdf
"In https://arxiv.org/abs/1805.12589 , 2018.",Non-OADS,1904.05879v1.pdf
"In https://arxiv.org/abs/1709.07192 , 2017.",None,None
"19No.2, 16(2pp) doi: 10.1088/1674–4527/19/2/16 http://www.raa-journal.org http://www.iop.org/journa ls/raa (LATEX: 1902LiDi˙ms4307.tex; printed on April 15, 2019; 0:31)Research in Astronomy and Astrophysics Preface: Planning the scientiﬁc applications of the Five-hundred-meter Aperture Spherical radio Telescope Di Li1,2,3, John M. Dickey4and Shu Liu1,2 1National Astronomical Observatories, Chinese Academy of S ciences, Beijing 100101, China; dili@nao.cas.cn 2Key Laboratory of FAST, National Astronomical Observatori es, Chinese Academy of Sciences, Beijing 100101, China 3School of Astronomy and Space Science, University of Chines e Academy of Sciences, Beijing 101408, China 4School of Natural Sciences, Private Bag 37, University of Ta smania, Hobart, TAS, 7001, Australia Received 2018 October 8; accepted 2018 November 28 Abstract The Five-hundred-meter Aperture Spherical radio Telescop e (FAST) is by far the largest telescope of any kind ever built.",OADS,1904.05879v1.pdf
"2009, Wide Field Astronomy & Technology for the Square Kilometre Array (SKADS 2009), 70 http://pos.sissa.it/132/070/pdf Perley, R. A., Chandler, C. J., Butler, B. J., & Wrobel, J. M. 2 011, ApJ, 739, L1 Tingay, S. J., Goeke, R., Bowman, J. D., et al.",Non-OADS,1904.05879v1.pdf
1http://cpee.org/ ~demo/bus_paper/data/lowerhousing.tgz,None,None
"Therefore, an \alternative"" or \otherwise"" element is transformed into two transitions where the rst one has an incoming edge from the rst place created by the \choose"" element and is followed by a 2http://cpee.org/ ~demo/bus_paper/data/gv12.tgz",Non-OADS,1904.05880v3.pdf
"\https://centurio.work/ow/start/url/"")",Non-OADS,1904.05880v3.pdf
"https://svn.win.tue.nl/trac/prom/export/41469/Documentation/ ReplayerPackageDocumentation/Replay%20a%20Log%20on%20Petri%20Net% 20for%20Conformance%20Analysis.pdf (2011), [online; accessed 25-February- 2019] 2.",Non-OADS,1904.05880v3.pdf
"https://svn.win.tue.nl/trac/ prom/browser/Documentation/ReplayerPackageDocumentation/ (2011), [online; accessed 25-February-2019] 3.",Non-OADS,1904.05882v1.pdf
"http://cpee.org/ ~demo/bus_paper/code/conf/xes.py , [online; accessed 25-February-2019] 6.",OADS,1904.05882v1.pdf
"https://topepo.github.io/caret/ recursive-feature-elimination.html (2018), [online; accessed 26-February- 2019] 7.",None,None
"CoRR abs/1003.3330 (2010), http://arxiv.org/abs/ 1003.3330 8.",Non-OADS,1904.05883v1.pdf
": analysis.py - scenario 2. http://cpee.org/ ~demo/ bus_paper/code/cluss/scenario2/analysis.txt , [online; accessed 25-February- 2019] 9.",OADS,1904.05883v1.pdf
": ausgabe r.txt - scenario 2. http://cpee.org/ ~demo/bus_paper/code/cluss/scenario2/ausgabe_r.txt , [online; accessed 25- February-2019] 10.",Non-OADS,1904.05883v1.pdf
": classication.txt - scenario 1. http://cpee.org/ ~demo/bus_paper/code/cluss/scenario1/classification.txt , [online; accessed 25-February-2019] 11.",Non-OADS,1904.05883v1.pdf
