Sentence,class,file
https://www.autosar.org/ [2] UPPAAL-SMC.,Non-OADS,1807.00003v1.pdf
"http://people.cs.aau.dk/~adavid/smc/ [3] IEC 61508: Functional safety of electrical electronic programmable elec- tronicsafetyrelatedsystems.InternationalOrganizationforStandardization, Geneva (2010) [4] ISO 26262-6: Road vehicles functional safety part 6.",Non-OADS,1807.00003v1.pdf
"http://www.maenad.eu/ (2011) [6] André, C.: Syntax and semantics of the clock constraint speciﬁcation lan- guage (CCSL).",OADS,1807.00003v1.pdf
"https://www.mathworks.com/products.html [32] Suryadevara, J.: Validating EAST-ADL timing constraints using UPPAAL.",Non-OADS,1807.00003v1.pdf
"This spherical shell is thin and can be described by an inner and an outer radius, 1https://github.com/aaorsi/LyaRT MNRAS 000, 1{23 (2018)",Non-OADS,1807.00006v1.pdf
"We nd that, in gen- 2http://dfm.io/emcee/current/ MNRAS 000, 1{23 (2018)",OADS,1807.00006v1.pdf
"2https://github.com/sczesla/PyAstronomy Article number, page 5 of 24",Non-OADS,1807.00007v1.pdf
"Ad- 3http://dfm.io/posts/autocorr Article number, page 6 of 24",Non-OADS,1807.00007v1.pdf
It has been shown 4http://www.exoplanet.eu/ 400 410 420 430 440 450−30−20−1001020RV [m/s] Best photodynamical model Data by Holman et al.,OADS,1807.00007v1.pdf
5http://archives.ia2.inaf.it/tng/faces/search.xhtml?,Non-OADS,1807.00007v1.pdf
"Five objects were reclassiﬁed as other types of variable stars and removed from the OGLE collection of type I I Cepheids in the †http://helas.astro.uni.wroc.pl/deliverables.php?lan g=en&active=fnpeaks ‡For all Cepheids we provide “single” periods, i.e., intervals between successive minima, also when the period-doubling effect is present.",Non-OADS,1807.00008v1.pdf
The entire collection can be downloaded viathe WWW interface or from the FTP site: http://ogle.astrouw.edu.pl ftp://ftp.astrouw.edu.pl/ogle/ogle4/OCVS/lmc/t2cep/ ftp://ftp.astrouw.edu.pl/ogle/ogle4/OCVS/smc/t2cep/ The identiﬁers of our type II Cepheids follow the scheme intr oduced in the OGLE-III catalog (OGLE-LMC-T2CEP-NNN or OGLE-SMC-T2CEP- NN).,OADS,1807.00008v1.pdf
"1http://vizier.u-strasbg.fr/viz-bin/VizieRObtaining these parameters usually requires greater ob- serving eorts, but as a catalog supplementation we looked for parallax and RV information in the Gaia and Large Sky Area Multi-Object Fibre Spectroscopic Telescope ( lamost ) data, respectively.",OADS,1807.00009v1.pdf
"A similar eect is seen when RVs are required (red versus blue histogram), as higher signal-to- noise spectroscopy is obtained for brighter targets relative 2http://irsa.ipac.caltech.edu/applications/DUST/ c0000 RAS, MNRAS 000, 000{000",Non-OADS,1807.00009v1.pdf
"In order 3http://archive.stsci.edu/kepler/ c0000 RAS, MNRAS 000, 000{000",OADS,1807.00009v1.pdf
This work has made use of data from the European Space Agency (ESA) mission Gaia (https://www.cosmos.,Non-OADS,1807.00009v1.pdf
"31 Analysis Consortium (DPAC, https://www.cosmos.esa.",Non-OADS,1807.00009v1.pdf
"1https://exoplanetarchive.ipac.caltech.edu/, downloaded on 3rd August 2017 MNRAS 000, 1{11 (2015)",OADS,1807.00012v1.pdf
Available: http://www.crbond.,Non-OADS,1807.00021v1.pdf
"B 908(2016) Pages 1-466 (July 2016), http://www.sciencedirect.com/science/journal/055032 13/908/supp/C .",Non-OADS,1807.00023v2.pdf
"Figure 1 shows the combined 6TEPcat http://www.astro.keele.ac.uk/jkt/tepcat/ obliquity.htmlDoppler tomographic map of these observations, yield- ing a detection of the planetary transit.",OADS,1807.00024v1.pdf
Simulations in this pa- per made use of the REBOUND code which can be downloaded freely at http://github.com/hannorein/ rebound .,OADS,1807.00024v1.pdf
URL https://www.propublica.,Non-OADS,1807.00028v2.pdf
URL https://www.stat.,Non-OADS,1807.00028v2.pdf
URL https://arxiv.org/abs/1804.06500 .,Non-OADS,1807.00028v2.pdf
URL http://archive.ics.uci.,OADS,1807.00028v2.pdf
URL https://arxiv.org/abs/1802.08626 .,Non-OADS,1807.00028v2.pdf
URL https://arxiv.org/abs/1711.05144 .,Non-OADS,1807.00028v2.pdf
URL http://ttic.uchicago.edu/~nati/Teaching/TTIC31120/2016/Lecture9.pdf .,Non-OADS,1807.00028v2.pdf
The results of ﬁtting to the V18 2http://dynesty.readthedocs.io/en/latest/Table 1.,OADS,1807.00029v2.pdf
"Phylogenetics: Challenges and conjectures, updated May 2010. http://www.math.",Non-OADS,1807.00030v1.pdf
"https://doi.org/10.1111/sapm.12204 [3] F. Calogero, Asymptotic behavior of the zeros of the (generalized) Laguerre polynoials L() n(x)as the index!",Non-OADS,1807.00034v5.pdf
https://inis.iaea.org/search/search.,OADS,1807.00034v5.pdf
"http://www.math.bas.bg/mathmod/Proceedings_ CTF/CTF-2010/files_CTF-2010/11-Dimitrov.pdf [5] D. K. Dimitrov; A. Sri Ranga, Zeros of a family of hypergeometric para-orthogonal polynomials on the unit circle , Mathematische Nachrichten, 286(2013), 1778–1791.",Non-OADS,1807.00034v5.pdf
https://doi.org/10.1002/mana.,Non-OADS,1807.00034v5.pdf
"https://doi.org/10.1016/j.jat.2007.04.004 [7] D. K. Dimitrov; F. R. Rafaeli, Monotonicity of zeros of Laguerre polynomials , J. Comput.",OADS,1807.00034v5.pdf
"https://doi.org/10.1016/j.cam.2009.02.038 [8] D. K. Dimitrov; E. C. Santos, Asymptotic behaviour of Jacobi polynomials and their zeros , Proc.",Non-OADS,1807.00034v5.pdf
"https://doi.org/10.1090/proc/12689 [9] D. K. Dimitrov; Yen Chi Lun, Monotonicity, interlacing and electrostatic interpretation of zeros of exceptional Jacobi polynomials , J. Approx.",Non-OADS,1807.00034v5.pdf
"https://doi.org/10.1016/ j.jat.2014.01.007 [10] K. Driver; M. E. Muldoon, Zeros of pseudo-ultraspherical polynomials , Anal.",OADS,1807.00034v5.pdf
"Appl., 12(2014), 563– 581. https://doi.org/10.1142/S0219530514500365 [11] Yen Chi Lun, F.R.",Non-OADS,1807.00034v5.pdf
"https://doi.org/10.1007/ s11075-013-9807-7 [12] D. Gómez-Ullate, N. Kamran and R. Milson, An extended class of orthogonal polynomials deﬁned by a Sturm-Liouville problem , J.",Non-OADS,1807.00034v5.pdf
"https://doi.org/10.1016/ j.jmaa.2009.05.052 [13] D. Gómez-Ullate, N. Kamran and R. Milson, An extension of Bochner’s problem: exceptional invari- ant subspaces , J. Approx.",Non-OADS,1807.00034v5.pdf
https://doi.org/10.1016/j.jat.2009.,OADS,1807.00034v5.pdf
"https://doi.org/10.1016/j.jat.2015.07.002 [17] A. P. Horváth, The electrostatic properties of zeros of exceptional Laguerre and Jacobi polynomials and stable interpolation , J. Approx.",Non-OADS,1807.00034v5.pdf
https://doi.org/10.1016/j.jat.,OADS,1807.00034v5.pdf
"https://doi.org/10.1016/S0252-9602(17)30086-3 [19] G. Szegő, Orthogonal Polynomials , 4th ed., Amer.",Non-OADS,1807.00034v5.pdf
1 http://kylin.apache.org/,Non-OADS,1807.00035v1.pdf
http://www.israel agri.com/?CategoryI D=167&ArticleID=621.,Non-OADS,1807.00035v1.pdf
http://www.fao.org/worldfoodsituation/csdb/en/.,Non-OADS,1807.00035v1.pdf
http://www.momagri.org/UK/agriculture -s-key-figures/The -European -Union -is-the-world -s-2nd-largest -agricultural - producer_1062.html#ANCRTOP.,Non-OADS,1807.00035v1.pdf
https://docs.oracle.com/cd/B10501_01/server.920/a96520/dimensio.htm#11840.,OADS,1807.00035v1.pdf
https://www.gartner.com/newsroom/id/1731916.,Non-OADS,1807.00035v1.pdf
https://www.un.org/developm ent/desa/en/news/population/world -population -prospects -2017.html.,Non-OADS,1807.00035v1.pdf
"They addressed topics raised in workshops with students: gender inequalities, yhttp://www.mr-banks.com",Non-OADS,1807.00037v1.pdf
