Sentence,class,file
"If you want to know more about their programs and their unique approach to providing relief to children in need, they have a website https://www.savethechildren.org/ USR okay..",Non-OADS,2012.15375v1.pdf
2https://www.kaggle.com/saralajew/provident-vehicle-detection-at-night-pvdn 3https://github.com/larsOhne/pvdn 3,OADS,2012.15376v2.pdf
"Finally, as most ob- ject detection benchmarks datasets focus on daylight scenarios, this dataset is 4https://github.com/larsOhne/pvdn 8",OADS,2012.15376v2.pdf
url:http://papers.nips.cc/paper/5638- faster-r-cnn-towards-real-time-object-detection-with-region- proposal-networks .,OADS,2012.15376v2.pdf
"https://doi.org/10.1007/978-3-642-14435-6_7 [4]René Carmona, Mathieu Laurière, and Zongjun Tan.",Non-OADS,2012.15377v1.pdf
"Morgan Kaufmann, San Francisco (CA), 157 – 163. https://doi.org/10.1016/B978-1-55860-335-6.50027-1 [16] Juan Pablo Maldonado López.",Non-OADS,2012.15377v1.pdf
URL http://arxiv.org/abs/ 1701.07875 2.,Non-OADS,2012.15378v1.pdf
URL https://doi.org/10.1007/ 978-3-642-25446-8_4 3.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/abs/ 1706.04124 6.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/ abs/1412.3555 7.,Non-OADS,2012.15378v1.pdf
URL https://doi.org/10.1109/CVPR.,Non-OADS,2012.15378v1.pdf
URL https://doi.org/10.1109/ICCV.2015.,Non-OADS,2012.15378v1.pdf
URL http://papers.nips.cc/paper/ 5423-generative-adversarial-nets.pdf 11.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/ abs/1308.0850 12.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/abs/ 1704.00028 13.,Non-OADS,2012.15378v1.pdf
URL https://doi.org/10.1109/CVPR.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/ abs/1411.2539 22.,Non-OADS,2012.15378v1.pdf
URL http://jmlr.org/ proceedings/papers/v28/koppula13.html 23.,OADS,2012.15378v1.pdf
URL http://arxiv.org/abs/1805.00655 25.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/abs/ 1611.04076 26.,Non-OADS,2012.15378v1.pdf
URLhttp://arxiv.org/abs/1511.05440 28.,Non-OADS,2012.15378v1.pdf
URL http://arxiv.org/abs/1705.07831 30.,Non-OADS,2012.15378v1.pdf
URL https://doi.org/10.1109/ CVPR.2016.497 32.,Non-OADS,2012.15378v1.pdf
URL https://projecteuclid.org: 443/euclid.pjm/1103040253 39.,Non-OADS,2012.15378v1.pdf
URL http://jmlr.org/proceedings/ papers/v37/srivastava15.html 40.,Non-OADS,2012.15378v1.pdf
