Sentence,class,file
"2012 ACM Subject Classiﬁcation Theory of computation →Semantics and reasoning; Theory of computation→Concurrency; Theory of computation →Formal languages and automata theory Keywords and phrases Concurrent Kleene algebra, Kleene algebra with tests, observations, axio- matisation, completeness, sequential consistency Digital Object Identiﬁer 10.4230/LIPIcs... Related Version A version with detailed proofs is available at https://arxiv.org/abs/2007.07593 .",Non-OADS,2007.07593v2.pdf
"While Amazon DynamoDB has no accel- erator options, there is a recent extension for Redis by Algo-Logic [2] with the FPGAs directly attached to the 3Apache CouchDB documentation, visited 7/2020: https://docs.couchdb.org/en/stable 4The MongoDB manual, visited 7/2020: https://docs.",OADS,2007.07595v1.pdf
"redislabs.com/latest/index.html 6Amazon DynamoDB developer guide, visited 7/2020: https://docs.aws.amazon.com/amazondynamodb/latest/ developerguide/Introduction.html 7Apache Cassandra Documentation, visited 7/2020: https://cassandra.apache.org/doc/latest/operations and additionally has a Cassandra query lan- guage (CQL) comparable to SQL.",OADS,2007.07595v1.pdf
"The rst one provides multiple slots for each hash value to reduce collisions where each operation 9Murmurhash, visited 7/2020: https://github.com/ aappleby/smhasherscans all slots.",OADS,2007.07595v1.pdf
https://neo4j.com/blog/neo4j-capi-snap- ibm-power-systems/ .,Non-OADS,2007.07595v1.pdf
"Available: https://mathworld.wolfram.com/ Circle-CircleIntersection.html [37] S. Zhu, S. Kato, and J.-H. Yang, “Study on transport characteristics of saliva droplets produced by coughing in a calm indoor environment,” Building and environ.",Non-OADS,2007.07598v1.pdf
available at http://www.optimization- online.org/DB FILE/2019/05/7219.pdf 10.,Non-OADS,2007.07599v1.pdf
"1, 27–48.http://hdl.handle.net/10993/29493 [17] J.-P. Serre, Le probl` eme des groupes de congruence pour SL2, Ann.",Non-OADS,2007.07604v1.pdf
"MR0313221 Universit ´e de la Polyn ´esie Franc ¸aise, Laboratoire GAATI URL:http://gaati.org/rahm/ E-mail address :Alexander.Rahm@upf.pf",Non-OADS,2007.07604v1.pdf
"Tavenard, R., Faouzi, J., Vandewiele, G., Divo, F., Androz, G., Holtz, C., Payne, M., Yurchak, R., Rußwurm, M., Kolar, K., Woods, E.: tslearn: A machine learning toolkit dedicated to time-series data (2017), https://github.com/rtavenar/tslearn",OADS,2007.07606v1.pdf
"[13] S. Granato, The response of silicon pnccd sen- sors with aluminium on-chip ﬁlter to visi- ble light, uv- and x-ray radiation, Available at http://inis.iaea.org/search/search.aspx?orig q=RN:44052575.",OADS,2007.07608v2.pdf
 15 Data availability All data used for the calculator is available on GitHub:  https://github.com/GreenAlgorithms/green-algorithms-tool/tree/master/data.,OADS,2007.07610v5.pdf
Code availability All code supporting the calculator is available on GitHub:  https://github.com/GreenAlgorithms/green-algorithms-tool  References 1.,OADS,2007.07610v5.pdf
https://www.ipcc.ch/assessment-report/ar4/.,Non-OADS,2007.07610v5.pdf
"Tom’s Hardware https://www.tomshardware.com/uk/reviews/intel-core-i7-5960x-haswell-e-cpu,3918-13.html.",Non-OADS,2007.07610v5.pdf
Uptime Institute Blog https://journal.uptimeinstitute.com/is-pue-actually-going-up/ (2019).,Non-OADS,2007.07610v5.pdf
Google Data Centers https://www.google.com/about/datacenters/efficiency/.,OADS,2007.07610v5.pdf
https://www.carbonfootprint.com/international_electricity_factors.html.,Non-OADS,2007.07610v5.pdf
US EPA https://www.epa.gov/greenvehicles/greenhouse-gas-emissions-typical-passenger-vehicle (2016).,Non-OADS,2007.07610v5.pdf
https://calculator.carbonfootprint.com/calculator.aspx?tab=3.,Non-OADS,2007.07610v5.pdf
Our World in Data https://ourworldindata.org/greenhouse-gas-emissions.,Non-OADS,2007.07610v5.pdf
IEA https://www.iea.org/reports/global-energy-co2-status-report-2019/emissions.,Non-OADS,2007.07610v5.pdf
2015 e980752 https://www.hindawi.com/journals/sp/2015/980752/ (2015).,Non-OADS,2007.07610v5.pdf
GitLab https://gitlab.cern.ch/geant4/geant4/tree/edb408b5618b3b1cd3f40c5759aa5da4aa56bb7b/examples/extended/electromagnetic/TestEm5.,OADS,2007.07610v5.pdf
ECMWF https://www.ecmwf.int/en/research/modelling-and-prediction (2013).,Non-OADS,2007.07610v5.pdf
https://www.dwd.de/EN/research/weatherforecasting/num_modelling/01_num_weather_prediction_modells/icon_description.html.,OADS,2007.07610v5.pdf
https://www.dwd.de/EN/aboutus/it/functions/Teasergroup/dataprocessing.html?nn=24864.,OADS,2007.07610v5.pdf
ECMWF https://www.ecmwf.int/en/newsletter/157/meteorology/progress-using-single-precision-ifs (2018).,Non-OADS,2007.07610v5.pdf
ECMWF https://www.ecmwf.int/en/about/media-centre/news/2020/ecmwf-signs-contract-atos-new-supercomputer (2020).,Non-OADS,2007.07610v5.pdf
https://web.archive.org/web/20190521104957/https://medium.com/future-vision/bert-meets-gpus-403d3fbed848 (2019).,Non-OADS,2007.07610v5.pdf
The Next Platform https://www.nextplatform.com/2018/05/10/tearing-apart-googles-tpu-3-0-ai-coprocessor/ (2018).,Non-OADS,2007.07610v5.pdf
https://www.anandtech.com/show/13544/why-intel-processors-draw-more-power-than-expected-tdp-turbo.,Non-OADS,2007.07610v5.pdf
https://www.sa.gov.au/topics/energy-and-environment/energy-supply/sas-electricity-supply-and-market.,OADS,2007.07610v5.pdf
https://www.iso.org/obp/ui/#iso:std:iso-iec:30134:-2:ed-1:v1:en.,Non-OADS,2007.07610v5.pdf
https://azure.microsoft.com/en-gb/global-infrastructure/.,OADS,2007.07610v5.pdf
https://www.carbonfootprint.com/carbonoffsetprojects.html.,Non-OADS,2007.07610v5.pdf
https://climatecare.org/project-map/.,Non-OADS,2007.07610v5.pdf
https://www.nefco.org/wp-content/uploads/2019/05/NICA-Crediting-Mechanisms-Final-February-2019.pdf (2019).,Non-OADS,2007.07610v5.pdf
https://unfccc.int/process/the-kyoto-protocol/mechanisms/emissions-trading.,Non-OADS,2007.07610v5.pdf
https://www.bsigroup.com/en-GB/PAS-2060-Carbon-Neutrality/.,Non-OADS,2007.07610v5.pdf
https://www.un.org/ga/search/view_doc.asp?symbol=A/RES/70/1&Lang=E (2015).,Non-OADS,2007.07610v5.pdf
https://www.goldstandard.org/.,Non-OADS,2007.07610v5.pdf
Verra https://verra.org/.,Non-OADS,2007.07610v5.pdf
https://americancarbonregistry.org/.,Non-OADS,2007.07610v5.pdf
"Veuillen, F. Yn- durain, and I. Brihuega, Science 352, 437 (2016), https://science.sciencemag.org/content/352/6284/437.full.pdf.",Non-OADS,2007.07611v2.pdf
"[10] I. Tsubokawa, Journal of the Physical Society of Japan 15, 1664 (1960), https://doi.org/10.1143/JPSJ.15.1664.",Non-OADS,2007.07611v2.pdf
"[11] J. F. Dillon and C. E. Olson, Journal of Applied Physics 36, 1259 (1965), https://doi.org/10.1063/1.1714194.",Non-OADS,2007.07611v2.pdf
