Sentence,class,file
For more results please visit https://goo.gl/PVWQ9K.,None,None
But ARR is more robust than the vanilla version under different values 1https://drive.google.com/open?id=1HzsC2qfjKgxYW8SfQX1wbxkk 7PFtcy56,Non-OADS,1811.08560v1.pdf
"In this work, we investigate whether deep learning approaches to facial land- 1https://cmusatyalab.github.io/openface/",None,None
"In the context of facial analysis, Abbasne- 2https://github.com/takiyu/hyperface Figure 1: Example renderings generated with our face im- age generation process.",OADS,1811.08561v1.pdf
"In case the face detection fails, we 3https://github.com/kpzhang93/mtcnn face detection alignmentuse the face boxes as deﬁned in the individual datasets4.",OADS,1811.08565v2.pdf
5https://github.com/takiyu/hyperface,OADS,1811.08565v2.pdf
"Nothing in this paper should be construed as approval, endorsement, or sponsorship by Blizzard Entertainment, Inc. 2We perform experiments with CherryPi ( https://torchcraft.github.io/TorchCraftAI ) NeurIPS Workshop on Reinforcement Learning under Partial Observability (2018), Montréal, Canada.arXiv:1811.08568v1  [cs.LG]  21 Nov 2018",Non-OADS,1811.08565v2.pdf
"To reduce unnecessary back-and-forth switching, we only switch to a new build order if its value has a 4https://skatgame.net/mburo/sc2011/rules.html 4",None,None
SSCAIT versions were obtained from the public SSCAIT ladder at https://sscaitournament.com/index.php?action=scores ; AIIDE versions can be found at https://www.cs.mun.ca/~dchurchill/starcraftaicomp/results.shtml .,Non-OADS,1811.08565v2.pdf
Bot Name Race Version/Source AILien Zerg SSCAIT/AIIDE2017 AIUR Protoss SSCAIT/AIIDE2017 Arrakhammer Zerg SSCAIT/AIIDE2017 BananaBrain Protoss SSCAIT* Bereaver Protoss SSCAIT BlackCrow Zerg SSCAIT CUNYBot Zerg SSCAIT HannesBredberg Terran SSCAIT HaoPan Terran SSCAIT ICEBot Terran AIIDE2017 Iron Terran SSCAIT Iron Terran AIIDE2017 Juno Protoss SSCAIT/AIIDE2017 KillAll Zerg SSCAIT/AIIDE2017 Killerbot Zerg SSCAIT LetaBot Terran SSCAIT LetaBot Terran AIIDE2017 LetaBot-BBS Terran from Github https://git.io/fxSlk LetaBot-SCVMarineRush Terran from Github https://git.io/fxSlL LetaBot-SCVRush Terran from Github https://git.io/fxSlq Locutus Protoss SSCAIT* Locutus-2018107 Protoss SSCAIT Matej_Istenik Terran SSCAIT McRave Protoss SSCAIT* McRave-51e49b0 Protoss from Github https://git.io/fx1ho MegaBot Protoss SSCAIT Microwave Zerg SSCAIT* NLPRBot_CPAC Zerg SSCAIT/AIIDE2017 NeoEdmundZerg Zerg SSCAIT NiteKatP Protoss SSCAIT NiteKatT Terran SSCAIT Overkill Zerg SSCAIT Overkill-AIIDE2016 Zerg AIIDE2016 Overkill-AIIDE2017 Zerg AIIDE2017 Pineapple_Cactus Zerg SSCAIT Prism_Cactus Protoss SSCAIT Proxy Zerg SSCAIT* Randomhammer Protoss SSCAIT* Randomhammer Terran SSCAIT* SkyFORKNet Protoss SSCAIT Skynet Protoss SSCAIT Steamhammer Zerg SSCAIT* Stone Terran SSCAIT Toothpick_Cactus Terran SSCAIT Tscmoo Protoss Provided by author Tscmoo Terran Provided by author Tscmoo Zerg Provided by author UAlbertaBot Protoss SSCAIT UAlbertaBot Terran SSCAIT UAlbertaBot Zerg SSCAIT UITTest Protoss SSCAIT WillyT Terran SSCAIT* WuliBot Protoss SSCAIT Xelnaga Protoss AIIDE2017 Ximp Protoss SSCAIT ZZZKBot Zerg SSCAIT Zia_bot Zerg AIIDE2017 6,Non-OADS,1811.08568v1.pdf
