Sentence,class,file
http://dx.doi.org/10.1523/JNEUROSCI.,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1259/bjr/55866125 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
6:1 –12.http://dx.doi.org/10.3389/fnins.2012.00171 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
8:291. http://dx.doi.org/10.3389/fnhum.2014.00291 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
Rep. 16:89. http://dx.doi.org/10.1007/s11910-016-0691-0 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
1:8 –11.http://dx.doi.org/10.4172/2155-9570.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.3109/01658107.2013.819581 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1111/ejn.12306 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1167/iovs.09-4926 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1523/JNEUROSCI.4345-13.2014 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
:568354 http://dx.doi.org/10.1155/2013/568354 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1093/cercor/bhm256 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
11:44 –52.http://dx.doi.org/10.1038/ nrn2758 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
:753547 http://dx.doi.org/10.1155/2011/753547 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.cub.2005.06.053 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1038/eye.2008.63 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1167/iovs.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.neuroimage.2009.03.,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1146/annurev.neuro.27.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/ 10.1016/j.neuroimage.2011.02.055 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1111/aos.12825 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1371/ journal.pone.0146684 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
187:41 –49.http://dx.doi.org/10.1007/ s00221-008-1273-4 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/ 10.1167/iovs.09-4834 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1167/iovs.09-4945 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1093/cercor/bhm128 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.conb.2015.08.,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1111/ejn.12349 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1038/ nature03495 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
11:13. http://dx.doi.org/10.1167/11.5.13 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
"98:46 –53.http://dx.doi.org/10.1016/j.visres.2014.03.004 .Thomas, C., Baker, C.I., 2013.",OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.neuroimage.2012.03.069 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
4:579. http://dx.doi.org/10.3389/fpsyg.2013.00579 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/S0039-6257(98)00046-0 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
14:956. http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/ 10.1167/iovs.07-0404 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1038/ nrn2741 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.neuron.2007.10.012 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.2174/ 2213385202666140207002441 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.neuroscience.2013.08.004 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
98:88 –96.http://dx.doi.org/10.1016/j.exer.2012.03.017 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1016/j.neuron.2009.11.026 .,OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.3174/ajnr.A2714 .,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
http://dx.doi.org/10.1371/ journal.pone.0071907 .438 S. Ferreira et al.,Non-OADS,/arxiv_data1/oa_pdf/19/0a/main.PMC5233796.pdf
This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/ ).Keywords: Disorders of consciousnessNon-communicating patientsEEGEvent related potentialsAttentionCognition 1.,Non-OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
http://dx.doi.org/10.1016/j.nicl.2016.12.004 2213-1582/© 2016 The Authors.,Non-OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ ).,Non-OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
Sci.http://dx.doi.org/10.1016/j.tics.2016.03.009 .,OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
5:5. http://dx.doi.org/10.3389/fnhum.2011.00005 .,Non-OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
11 (2): 49–57.http://dx.doi.org/10.1016/j.tics.2006.11.004 .,OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
http://dx.doi.org/10.1016/j.nicl.2013.10.,OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
http://dx.doi.org/10.1177/0956797611419168 .,Non-OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
http://dx.doi.org/10.1016/S0140- 6736(11)61224-5 .,OADS,/arxiv_data1/oa_pdf/d1/91/main.PMC5233797.pdf
