Sentence,class,file
"Comparative MS analyses from Prmt4 +/+and Prmt4−/−MEFs found that all but one of the identiﬁed PTMs were conserved in mouse, but also identiﬁed additional modiﬁcationsresulting in a total of 22 PTMs (Supplementary Table S1 at http://www.BiochemJ.org/bj/441/bj4410803add.htm).",OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"Modelling revealed that dimethylation of Lys 606does not dramatically affect overall PABC conformation but, by altering local hydrophobicity, causes a rearrangementof interactions such that the hydrophobic pocket widens and Lys 606no longer salt bridges with Glu609but, rather, salt bridges c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"Since RRMs bind both RNAand proteins, the predicted human PABP1 RRM4 structure was superimposed on to the crystal structure of RRM2 of human PABP1 bound to RNA (PDB code 1CVJ) [26] as these RRMsexhibit a high degree of structural similarity (Supplementary Fig- ure S7 at http://www.BiochemJ.org/bj/441/bj4410803add.htm).",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"Interestingly, in this regard, although few protein partners of RRM4 have been identiﬁed, both Lys 312and Lys299directly c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"However, the results of the present study argue against a PABP1-mediated deﬁcit inglobal translation or change in PABP1 distribution (Figure 1) underlying the Prmt4 −/−phenotype, although it remains possible c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"Nonetheless,it is clear that a Lys 606methylation/acetylation switch could c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"285, 13599–13606 c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"220, 49–56 Received 15 August 2011/13 October 2011; accepted 18 October 2011 Published as BJ Immediate Publication 18 October 2011, doi:10.1042/BJ20111474 c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"2Present address: Tissues and Cells Directorate, Scottish National Blood Transfusion Service, 21 Ellen’s Glen Road, Edinburgh EH17 7QT, Scotland, U.K. 3Present address: Department of Biological Sciences, Xi’an Jiaotong-Liverpool University, Suzhou Dushu Lake Higher Education Town, China 215123 4Present address: The Beatson Institute for Cancer Research, Garscube Estate, Switchback Road, Bearsden, Glasgow G61 1BD, Scotland, U.K. c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
"c/circlecopyrtThe Authors Journal compilation c/circlecopyrt2012 Biochemical Society © 2012 The Author(s) The author(s) has paid for this article to be freely available under the terms of the Creative Commons Attribution Non-Commercial Licence (http://creativecommons.org/licenses/by-nc/2.5/) which permits unrestricted non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/61/23/bj4410803.PMC3298439.pdf
