Sentence,class,file
Help is available at http://genome.ucsc.edu/goldenPath/ help/hgSessionHelp.html.,Non-OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
"Tr a c k d a t a h u b s Track hubs (http://genome.ucsc.edu/cgi-bin/ hgHubConnect), like Custom Tracks, allow users to view their own data on the Genome Browser alongside native annotation tracks.",OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
A complete descrip- tion of the process of setting up a data hub may be found online at http://genome.ucsc.edu/goldenPath/help/hgTrackHubHelp.html.,Non-OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
Ta b l e B r o w s e r The Table Browser (http://genome.ucsc.edu/cgi- bin/hgTables) is a full-featured user interface onthe database tables underlying the Genome Browser.,OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
A full description of Table Browser capabilities can be found in theHelp pages: http://genome.ucsc.edu/goldenPath/ help/hgTablesHelp.html.,OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
isPCR Thein silico PCR tool (http://genome.ucsc.edu/cgi- bin/hgPcr) allows the user to enter a pair of potential PCR primers and ‘amplify’ the genomic DNA.,OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
"Accessed via a link onthe home page, or directly via http://hgdownload.cse.ucsc.edu/downloads.html, the downloads section is arranged by genome assembly.",OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
Users may also access files ofDNA sequence for the human reference assemblies in which the substitution SNPs from dbSNP are incorporated into the sequence using the IUPACdegeneracy code (http://hgdownload.cse.ucsc.edu/ goldenPath/hg19/snp135Mask/).,OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
"function and the email address for the mailing list may be accessed from the Home page (‘ContactUs’ link, http://genome.ucsc.edu/contacts.html).Users are encouraged to search the archives beforecontacting the list, but are also invited to post ques-tions to the list.",Non-OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
"we hope to implement a functionality for users toTa b l e 1: Links to Browser tools Genome Browser site: http://genome.ucsc.edu Selection page for choosing genome assemblies: http://genome.ucsc.edu/cgi-bin/hgGateway Main Browser graphic display: http://genome.ucsc.edu/cgi-bin/hg T racksUploading user data: http://genome.ucsc.edu/cgi-bin/hgCustom Designating and saving sessions: http://genome.ucsc.edu/cgi-bin/hgSession Creating and accessing remote data hubs: http://genome.ucsc.edu/cgi-bin/hgHubConnectSequence alignment tool, Blat: http://genome.ucsc.edu/cgi-bin/hgBlatIn silico PCR: http://genome.ucsc.edu/cgi-bin/hgPcr Table Browser: http://genome.ucsc.edu/cgi-bin/hg Tables Building a mirror: http://genome.ucsc.edu/admin/mirror.htmlBulk data downloads: http://hgdownload.cse.ucsc.edu/downloads.htmlSNP-masked sequence for human, based on dbSnp release 1 35: http://hgdownload.cse.ucsc.edu/goldenPath/hg1 9/snp1 35Mask/ High-throughput seqeunce alignment software for VCF format: http://vcftools.sourceforge.net/specs.html All links to functional tools in the UCSC Genome Browser are collected in this table in the order of appearance in the text.",Non-OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
Ta b l e 2 : Links to help documents Custom tracks: http://genome.ucsc.edu/goldenPath/help/ custom T rack.html User saved sessions: http://genome.ucsc.edu/goldenPath/help/ hgSessionHelp.html Data hubs: http://genome.ucsc.edu/goldenPath/help/ hg T rackHubHelp.html T able Browser: http://genome.ucsc.edu/goldenPath/help/ hg TablesHelp.html Searching and contacting mailing lists: http://genome.ucsc.,OADS,/arxiv_data1/oa_pdf/2a/86/bbs038.PMC3603215.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.or g/licenses/ by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/82/be/bbt001.PMC3603216.pdf
Installation of the GBrowse package is described in detail at http://gmod.org/wiki/GBrowse_2.0_Install_HOWTO.,OADS,/arxiv_data1/oa_pdf/82/be/bbt001.PMC3603216.pdf
Download the file using either thefull URL ftp://data.modencode.org/all_files/cele-signal-1/2327_L1.ws220.sam.gz or its equivalent‘tiny URL’ is http://tinyurl.com/9ns9fjz.,OADS,/arxiv_data1/oa_pdf/82/be/bbt001.PMC3603216.pdf
Cut andpaste the following URL into the box: ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/tech nical/pilot2_high_cov_GRCh37_bams/data/NA12878/alignment/NA12878.chrom1.ILLUMINA.,OADS,/arxiv_data1/oa_pdf/82/be/bbt001.PMC3603216.pdf
cd /opt/gbrowse/databases/hg19/NGS_alignments wget http://tinyurl.com/97kw5zu You may do this for the BAM files from additional chromosomes if you wish.,Non-OADS,/arxiv_data1/oa_pdf/82/be/bbt001.PMC3603216.pdf
"To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/3.0/ How to cite this article: Chang, Y., Liu, G., Liu, D., Fan, H. & Pan, X. Room-Temperature Quantum Cloning Machine with Full Coherent Phase Control in Nanodiamond.",Non-OADS,/arxiv_data1/oa_pdf/90/3c/srep01498.PMC3603226.pdf
"The most frequent func- tional HMGA1 variant, rs146052672 (http://www.ncbi.nlm.nih.gov/ projects/SNP/), also designated IVS5-13insC, was significantly higher in patients with T2D from three populations of white European ancestry20.",Non-OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
"Fasting bloodsamples were collected and biochemical analyses of plasma glucose, triglycerides,total and HDL-C and serum insulin levels were performed in all participants with nocaloric intake for at least 8 h. Homeostasis model assessment of insulin resistance(HOMA-IR) was calculated with HOMA2 calculator (http://www.dtu.ox.ac.uk/homacalculator/index.php).",OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
"To verify that the TaqMan and direct sequencing techniques were in agreement, the DNA samples from 160 patients with MetS and 140 controlswere directly sequenced for the exon 6 and adjacent introns of the HMGA1 gene (Genbank n. NC_000006.11, http://www.ncbi.nlm.nih.gov), showing completeconcordance with the TaqMan technique.",OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
Statistical analysis .Sample size and power calculations were determined using the Javastat software (http://www.statpages.org/proppowr.html) based on the results of apreliminary pilot study in the Italian population.,OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
"All statistical procedures were performed byusing the STATA software version 11.0 (Stata Corp.), except for the calculation ofHardy-Weinberg equilibrium deviation for which the Haploview software was used(http://www.broad.mit.edu/mpg/haploview).",OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
Additional information Supplementary information accompanies this paper at http://www.nature.com/ scientificreports Competing financial interests: The authors declare no competing financial interests.,Non-OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
"To view a copy of thislicense, visit http://creativecommons.org/licenses/by-nc-nd/3.0/ How to cite this article: Chiefari, E. et al.",Non-OADS,/arxiv_data1/oa_pdf/4f/51/srep01491.PMC3603272.pdf
EXAFS data analysis was carried out using iffeffit analysis programs (http://cars9.uchicago.edu/ifeffit/).,OADS,/arxiv_data1/oa_pdf/bf/56/srep01503.PMC3603287.pdf
Additional information Supplementary information accompanies this paper at http://www.nature.com/ scientificreports Competing financial interests: The authors declare no competing financial interests.,Non-OADS,/arxiv_data1/oa_pdf/bf/56/srep01503.PMC3603287.pdf
"To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/3.0/ How to cite this article: Zhang, C.M.",Non-OADS,/arxiv_data1/oa_pdf/bf/56/srep01503.PMC3603287.pdf
Additional information Supplementary information accompanies this paper at http://www.nature.com/ scientificreports Competing financial interests: The authors declare no competing financial interests.,Non-OADS,/arxiv_data1/oa_pdf/dd/9b/srep00973.PMC3603292.pdf
"To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/3.0/ How to cite this article: Liu, Y. et al.",Non-OADS,/arxiv_data1/oa_pdf/dd/9b/srep00973.PMC3603292.pdf
"Micromagnetic simulations were performed using the OOMMF code, available at http://math.nist.gov/oommf/.",OADS,/arxiv_data1/oa_pdf/3b/7b/srep01492.PMC3603301.pdf
