Sentence,class,file
"1994;42(10):1399-405, http://dx.doi.org/10.1177/42.10.7930523.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2000;36(6):1226- 41, http://dx.doi.org/10.1053/ajkd.2000.19838.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2001;37(1 Suppl 2):S25-9, http://dx.doi.org/10.1053/ ajkd.2001.20735.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2000;57(6):2375-85, http://dx.doi.org/10.1046/j.1523-1755.2000.00097.x.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2007;71(4): 343-8, http://dx.doi.org/10.1038/sj.ki.5002046.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"1996;49(3):666-78, http://dx.doi.org/10.1038/ki.1996.95.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2006;37(6):637-47, http://dx.doi.org/10.1016/j.humpath.2006.01.002.",OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2005;167(1):27-37, http://dx.doi.org/10.1016/ S0002-9440(10)62950-1.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2008;8(6):874-80, http://dx.doi.org/10.1016/j.intimp.2008.02.002.",OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"2009;297(2):F429-39, http://dx.doi.org/10.1152/ajprenal.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"1995;48(2):527-35, http://dx.doi.org/10.1038/ki.1995.323.Table 2 - Risk factors for unfavorable clinical course according to the multivariate analysis.",Non-OADS,/arxiv_data1/oa_pdf/9e/84/cln-67-07-697.PMC3400157.pdf
"1991;34(8):685-9, http://dx.doi.org/10.1007/BF02050351.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1996;39(9):1012-8, http://dx.doi.org/10.1007/BF02054692.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2000;24(7):851- 6, http://dx.doi.org/10.1007/s002680010136.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1995;222(2):120-7, http://dx.doi.org/10.1097/00000658- 199508000-00003.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2001;121(2): 261-7, http://dx.doi.org/10.1053/gast.2001.26290.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2003;10:1055-8, http://dx.doi.org/10.1080/00365520310005938.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2005;100(1):93-101, http://dx.doi.org/10.1111/j.1572-0241.2005.40778.x.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1996;131(5):497-500, http://dx.doi.org/10.1001/archsurg.1996.01430170043007.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1989;210(3):268-71, http://dx.doi.org/10.1097/00000658-198909000- 00002.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1999;42(10):1311- 7, http://dx.doi.org/10.1007/ BF02234221.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1993;80(11):1445-9, http://dx.doi.org/10.1002/bjs.1800801132.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2003;46(11):1476-83, http://dx.doi.org/10.1007/s10350- 004-6796-6.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1980;23(7):459-66, http://dx.doi.org/10.1007/ BF02987076.24.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1978;2(6130):85-8, http://dx.doi.org/ 10.1136/bmj.2.6130.85.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1956; 271(6942):532-6, http://dx.doi.org/10.1016/S0140-6736(56)92021-9.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1978;188(2):245-8, http://dx.doi.org/10.1097/00000658-197808000-00019.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1987;74(7):564-6, http://dx.doi.org/10.1002/ bjs.1800740705.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2003;7(2):246-54, http://dx.doi.org/10.1016/S1091-255X(02)00191-9.",OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"1991;32(1):61-5, http://dx.doi.org/10.1136/gut.32.1.61.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2009;41(8):578-85, http://dx.doi.org/10.1016/j.dld.2008.09.019.",OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2007;50(6):825-31, http://dx.doi.org/10.1007/ s10350-007-0217-6.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2003;46(2):156-9, http://dx.doi.org/ 10.1007/s10350-004-6517-1.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2002;45(4):448-52, http://dx.doi.org/10.1007/s10350-004-6218- 9.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2001;121(2):275-81, http://dx.doi.org/ 10.1053/gast.2001.26442.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2000;43(12):1743-8, http://dx.doi.org/10.1007/BF02236861.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2010;139(3): 806-12, http://dx.doi.org/10.1053/j.gastro.2010.05.085.",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"2011;26(5):533-52, http://dx.doi.org/10.1007/s00384-011-1137-4.Histopathological evaluation of pouchitis Arashiro RTG et al.CLINICS 2012;67(7):705-710 710",Non-OADS,/arxiv_data1/oa_pdf/27/a6/cln-67-07-705.PMC3400158.pdf
"3):S3-S11, http://dx.doi.org/10.1016/ j.amjmed.2009.12.004.",OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"1996;28(9):419–25, http://dx.doi.org/ 10.1055/s-2007-979830.",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"2008;82(3):391-5, http://dx.doi.org/10.1016/j.diabres.2008.09.004.",OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"2006;22(6):477-82, http://dx.doi.org/10.1002/dmrr.642.",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"1996;39(9):1083-90, http://dx.doi.org/10.1007/BF00400658.",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"2001;24(4):738-42, http://dx.doi.org/10.2337/diacare.24.4.738.",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"2005;45(12):1925-31, http://dx.doi.org/10.1016/j.jacc.2005.",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"2009;18(4):266-71, http://dx.doi.org/ 10.1159/000215722.Metabolic and vascular effects of antidiabetic drugs Machado HA et al.CLINICS 2012;67(7):711-717 716",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
"2005;31(3 Pt 1):255-60, http://dx.doi.org/10.1016/S1262-3636(07)70192-1.",Non-OADS,/arxiv_data1/oa_pdf/3d/a2/cln-67-07-711.PMC3400159.pdf
