Sentence,class,file
"Neuropsychiatric Disease and Treatment Publish your work in this journal Submit your manuscript here:  http://www.dovepress.com/neuropsychiatric-disease-and-treatment-journa lNeuropsychiatric Disease and Treatment is an international, peer- reviewed journal of clinical therapeutics and pharmacology focusing   on concise rapid reporting of clinical or pre-clinical studies on a   range of neuropsychiatric and neurological disorders.",Non-OADS,/arxiv_data1/oa_pdf/ae/51/ndt-13-803.PMC5359139.pdf
Visit http://www.dovepress.com/testimonials.ph p to  read real quotes from published authors.,Non-OADS,/arxiv_data1/oa_pdf/ae/51/ndt-13-803.PMC5359139.pdf
The full terms of this license are available at https://www.dovepress.com/terms.,Non-OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
"php and incorporate the Creative Commons Attribution – Non Commercial (unported, v3.0) License (http://creativecommons.org/licenses/by-nc/3.0/).",OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
"For  permission for commercial use of this work, please see paragraphs 4.2 and 5 of our Terms (https://www.dovepress.com/terms.php).International Medical Case Reports Journal 2017:10 87–91International Medical Case Reports Journal Dovepress submit your manuscript | www.dovepress.com Dovepress 87 Case seRIes open access to scientific and medical research Open Access Full T ext Article http: //dx.doi.org/10.2147/IMCRJ.S129239syringomyelia presenting with unilateral optic  neuropathy: a case report Qi Zhe Ngoo evelyn Li Min Tai Wan Hazabbah Wan Hitam Department of Ophthalmology,   school of Medical sciences, Universiti  sains Malaysia, Kubang Kerian,  MalaysiaPurpose: In this case report, we present two cases of syringomyelia with optic neuropathy.",Non-OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
"Patients’ consent Both patients signed the written consent for the publication of this case report.Correspondence: Wan Hazabbah Wan  HitamDepartment of Ophthalmology, school of Medical sciences, Health Campus, Universiti sains Malaysia, 16150 Kubang Kerian, Kelantan, MalaysiaTel +60 9 767 6362email hazabbah@usm.myJournal name: International Medical Case Reports Journal Article Designation: Case SeriesY ear: 2017V olume: 10Running head verso: Ngoo et alRunning head recto: Syringomyelia with unilateral optic neuropathyDOI: http://dx.doi.org/10.2147/IMCRJ.S129239",Non-OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
Available from: https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Syringomyelia-Fact-Sheet.,Non-OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
"International Medical Case Reports Journal 2017:10submit your manuscript | www.dovepress.com Dovepress Dovepress International Medical Case Reports Journal Publish your work in this journal Submit your manuscript here:  https://www.dovepress.com/international-medical-case-reports-journal-journalThe International Medical Case Reports Journal is an international,  peer-reviewed open-access journal publishing original case reports from all medical specialties.",Non-OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
Visit http://www.dovepress.com/testimonials.php to read real quotes from published authors.Dovepress 91 syringomyelia with unilateral optic neuropathy  9.,Non-OADS,/arxiv_data1/oa_pdf/38/96/imcrj-10-087.PMC5359140.pdf
"Open Access This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 International License (http://creativecommons.org/licenses/by-nc/4.0/), which per-mits any noncommercial use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commonslicense, and indicate if changes were made.",Non-OADS,/arxiv_data1/oa_pdf/4f/fd/10029_2017_Article_1577.PMC5359377.pdf
