Sentence,class,file
To view these files please visit the journal online(http://dx.doi.org/10.1136/ bmjopen-2014-005424).,Non-OADS,/arxiv_data1/oa_pdf/0b/a5/bmjopen-2014-005424.PMC4025412.pdf
See: http://creativecommons.org/licenses/by-nc/3.0/ REFERENCES 1.,Non-OADS,/arxiv_data1/oa_pdf/0b/a5/bmjopen-2014-005424.PMC4025412.pdf
To view these files please visit the journal online(http://dx.doi.org/10.1136/ bmjopen-2014-005268).,Non-OADS,/arxiv_data1/oa_pdf/1a/1d/bmjopen-2014-005268.PMC4025413.pdf
"Data Safety Board : Prof M. Kelm, Universitätsklinikum Düsseldorf; Dr WD Paar, Sanofi; Prof HH Peter, Universität Freiburg and the other members of the External Advisory Board of the Center for Thrombosis and Hemostasis, University Medical Center Mainz (http://www.cth-mainz.de/cth/struktur/esab.",Non-OADS,/arxiv_data1/oa_pdf/1a/1d/bmjopen-2014-005268.PMC4025413.pdf
See: http://creativecommons.org/licenses/by-nc/3.0/ REFERENCES 1.,Non-OADS,/arxiv_data1/oa_pdf/1a/1d/bmjopen-2014-005268.PMC4025413.pdf
To view please visit the journal (http://dx.doi.org/ 10.1136/bmjopen-2014-005213).,Non-OADS,/arxiv_data1/oa_pdf/74/d9/bmjopen-2014-005213.PMC4025414.pdf
To view these files please visit the journal online (http://dx.doi.org/10.1136/ bmjopen-2013-004099).,Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
https://www.veteransmates.net.au/VeteransMATES/VeteransMATESServlet?page=index 29.,Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
http://www.dva.gov.au/eligibilityandclaims/Pages/Factsheets.aspx 30.,Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
http://www.dva.gov.au/service_providers/services/Pages/health_services.aspx 31.,Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
"Australian Bureau of Statistics: 1217.0.55.001 —Glossary of Statistical Geography Terminology, 2011. http://www.abs.gov.au/ausstats/abs@.nsf/mf/1217.0.55.001#PARALINK10 33.",Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
http://www.abs.gov.au/ausstats/abs@.nsf/mf/1216.034.,Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
http://www.cherel.org.au/ quality-assurance 40.,Non-OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
http://www.abs.gov.au/websitedbs/censushome.nsf/4a256353001af3ed4b2562bb00121564/seifa 44.,OADS,/arxiv_data1/oa_pdf/6c/17/bmjopen-2013-004099.PMC4025442.pdf
See: http://creativecommons.org/licenses/by-nc/3.0/ REFERENCES 1.,Non-OADS,/arxiv_data1/oa_pdf/1a/3d/bmjopen-2013-004657.PMC4025443.pdf
http://www.statcan.gc.ca/pub/82-625-x/2010001/article/11162-eng.htm (accessed 5 Feb 2013).,OADS,/arxiv_data1/oa_pdf/1a/3d/bmjopen-2013-004657.PMC4025443.pdf
"Bilthoven: RIVM, Bilthoven: RIVM, http://www.nationaalkompas.nl (accessed 8 May 2014).",Non-OADS,/arxiv_data1/oa_pdf/1a/3d/bmjopen-2013-004657.PMC4025443.pdf
"New York, USA: United Nations, 2011. http://esa.un.org/unpd/wpp/Documentation/publications.htm (accessed 23 May 2013).",Non-OADS,/arxiv_data1/oa_pdf/de/d1/bmjopen-2013-004297.PMC4025444.pdf
To view these files pleasevisit the journal online (http://dx.doi.org/10.1136/ bmjopen-2014-004915).,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
See: http://creativecommons.org/licenses/by-nc/3.0/ REFERENCES 1.,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
http://www.survey.bris.ac.uk/ 18.,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
"2001. http://www.ons.gov.uk/ons/guide-method/census/census-2001/about-census-2001/census-2001-forms/index.html.Secondary 2001 Census Questionnaires, England Individual Form;http://www.ons.gov.uk/ons/guide-method/census/census-2001/about-census-2001/census-2001-forms/index.html 23.",OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
2007. http://www.nice.org.uk/nicemedia/live/11004/30433/30433.pdf 24.,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
Secondary The English Indicesof Deprivation 2010: Overall 2011. https://www.gov.uk/government/publications/english-indices-of-deprivation-2010 41.,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
Available from http://www.hscic.gov.uk/catalogue/PUB08694/Infant-Feeding-Survey-2010-Consolidated-Report.pdf (accessed 9 May 2014).,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
A Race Equality FoundationBriefing Paper 2011. http://www.better-health.org.uk/sites/default/files/briefings/downloads/health-brief22_0.pdf 43.,Non-OADS,/arxiv_data1/oa_pdf/5d/2f/bmjopen-2014-004915.PMC4025445.pdf
