Sentence,class,file
"http://dx.doi.org/10.1016/j.cub.2010.06.02 3 Mochida, S., S. Ikeo, J. Gannon, and T. Hunt.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1038/   emboj.2009.23 8 Murnion, M.E., R.R.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
Online supplemental material is available at http://www.jcb   .org/cgi/content/full/jcb.201112112/DC1.,Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1038/nature0959 4 Bishop, J.D., and J.M.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi   .org/10.1007/s00018­010­0326­ 6 DeLuca, K.F., S.M.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1242/jcs   .07262 9 Dinischiotu, A., M. Beullens, W. Stalmans, and M. Bollen.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1016/S0014­5793   (96)01514­ 1 Fuller, B.G., M.A.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
http://dx.doi.org/10   .1038/nature0692 3Table 2.,Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi   .org/10.1016/S0092­8674(02)00633­ 5 Trinkle­Mulcahy, L., J. Andersen, Y.W.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1083/jcb   .20050815 4 Vagnarelli, P., D.F.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1038/   ncb147 5 Vagnarelli, P., S. Ribeiro, L. Sennels, L. Sanchez­Pulido, F. de Lima Alves, T.  Verheyen, D.A.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
http://dx.doi.org/10.1016/j.,OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1091/mbc.E08­05­046 0 Welburn, J.P., M. Vleugel, D. Liu, J.R. Yates III, M.A.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1016/j.molcel.2010.02.03 4 Yasui, Y., T. Urano, A. Kawajiri, K. Nagata, M. Tatsuka, H. Saya, K. Furukawa,  T. Takahashi, I. Izawa, and M. Inagaki.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
http://dx.doi.org/10.1074/jbc.M31112820 0aurora­B and histone H3 phosphorylation.,Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"276:26656– 26665. http://dx.doi.org/10.1074/jbc.M10228820 0 Musacchio, A., and E.D.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10   .1038/nrm216 3 Ohkura, H., and M. Yanagida.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10   .1016/0092­8674(91)90216­ L Oliveira, R.A., R.S.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1038/ncb201 8 Pereira, G., and E. Schiebel.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1083/   jcb.20091204 6 Poser, I., M. Sarov, J.R. Hutchins, J.K. Hériché, Y. Toyoda, A. Pozniakovsky, D.  Weigl, A. Nitzsche, B. Hegemann, A.W.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10   .1038/nmeth.119 9 Qian, J., B. Lesage, M. Beullens, A.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10   .1016/j.cub.2011.03.04 7 Ramadan, K., R. Bruderer, F.M.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1016/j.cub.2011.06.01 5 Sassoon, I., F.F.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1101/gad.13.5.54 5 Schmitz, M.H., and D.W. Gerlich.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1007/978­1­60327­993­2_ 7 Schmitz, M.H., M. Held, V. Janssens, J.R. Hutchins, O. Hudecz, E. Ivanova, J.  Goris, L. Trinkle­Mulcahy, A.I.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1038/ncb209 2 Sessa, F., M. Mapelli, C. Ciferri, C. Tarricone, L.B.",Non-OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10   .1016/j.cell.2008.12.02 0 Stone, E.M., H. Yamano, N. Kinoshita, and M. Yanagida.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1016/0960­9822(93)90140­ J Sugiyama, K., K. Sugiura, T. Hara, K. Sugimoto, H. Shima, K. Honda, K.  Furukawa, S. Yamashita, and T. Urano.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1038/sj.onc.120543 2 Sumara, I., M. Quadroni, C. Frei, M.H.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"http://dx.doi.org/10.1016/j.dev cel.2007   .03.01 9 Tanaka, T.U., N. Rachidi, C. Janke, G. Pereira, M. Galova, E. Schiebel, M.J.  Stark, and K. Nasmyth.",OADS,/arxiv_data1/oa_pdf/53/3a/JCB_201112112.PMC3410419.pdf
"Acetylation rivals other common post - translational modifications in cell regulation not only in  the number of substrates it modifies, but also the variety of  regulatory mechanisms it facilitates.Mechanistic insights into the regulation of metabolic  enzymes by acetylation Yue Xiong1,2 and Kun-Liang Guan1,3,4 1Molecular and Cell Biology Laboratory, Institute of Biomedical Sciences, Fudan University, Shanghai 20032, China 2Department of Biochemistry and Biophysics, Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599 3Department of Pharmacology and 4Moores Cancer Center, University of California, San Diego, La Jolla, CA 92093 © 2012 Xiong and Guan  This article is distributed under the terms of an Attribution– Noncommercial–Share Alike–No Mirror Sites license for the first six months after the publication  date (see http://www.rupress.org/terms).",Non-OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"After six months it is available under a Creative  Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license, as described  at http://creativecommons.org/licenses/by-nc-sa/3.0/).THE JOURNAL OF CELL BIOLOGY",Non-OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1016/S1097­2765(02)00639­ 1 Guan, K.L., and Y. Xiong.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/   10.1016/j.tibs.2010.09.00 3 Hallows, W.C., S. Lee, and J.M.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1074/jbc.M111.31740 4 Hallows, W.C., W. Yu, B.C.",Non-OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"41:493) http://dx.doi.org/10.1016/j.molcel.2011.01.00 2 Hara, M.R., N. Agrawal, S.F.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1056/NEJM19900607322230 5 Hegardt, F.G. 1999.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi   .org/10.1042/0264­6021:338056 9 Hirschey, M.D.",Non-OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1016/j.cmet   .2011.10.00 6 Hirschey, M.D., T. Shimazu, E. Goetzman, E. Jing, B. Schwer, D.B.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1038/nature0877 8 Huang, J.Y., M.D.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1016/j.molcel .2007.11.01 9 James, L.P., P.R.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/   10.1124/dmd.31.12.149 9 Jiang, W., S. Wang, M. Xiao, Y. Lin, L. Zhou, Q. Lei, Y. Xiong, K.L.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1016/j.molcel.2011.04.02 8 Kim, S.C., R. Sprung, Y. Chen, Y. Xu, H. Ball, J. Pei, T. Cheng, Y. Kho, H.  Xiao, L. Xiao, et al.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
"http://dx.doi.org/10.1016/j.molcel.2006.06.02 6 Lombard, D.B., F.W.",OADS,/arxiv_data1/oa_pdf/3e/e1/JCB_201202056.PMC3410420.pdf
