Sentence,class,file
"• Vitamin K Supplement and BMD, UcOC Changes http://jkms.org   1095  DOI: 10.3346/jkms.2011.26.8.1093from the age at menopause in the control group (50.8 ± 1.7 yr, P  = 0.03).",Non-OADS,/arxiv_data1/oa_pdf/1e/6b/jkms-26-1093.PMC3154347.pdf
"• Vitamin K Supplement and BMD, UcOC Changes 1096   http://jkms.org  DOI: 10.3346/jkms.2011.26.8.1093complained of nausea sensation twice after taking vitamin K.  No other participants including people in the control group re - ported adverse events during the study period.",Non-OADS,/arxiv_data1/oa_pdf/1e/6b/jkms-26-1093.PMC3154347.pdf
"• Vitamin K Supplement and BMD, UcOC Changes http://jkms.org   1097  DOI: 10.3346/jkms.2011.26.8.1093to induce responses in related biochemical markers and total  BMD.",Non-OADS,/arxiv_data1/oa_pdf/1e/6b/jkms-26-1093.PMC3154347.pdf
"• Vitamin K Supplement and BMD, UcOC Changes 1098   http://jkms.org  DOI: 10.3346/jkms.2011.26.8.1093AUTHOR SUMMARY Vitamin K Supplement Along with Vitamin D and Calcium Reduced Serum  Concentration of Undercarboxylated Osteocalcin While Increasing Bone Mineral  Density in Korean Postmenopausal Women over Sixty-Years-Old Sang Hyeon Je, Nam-Seok Joo, Beom-hee Choi, Kwang-Min Kim, Bom-Taeck Kim, Sat-Byul Park, Doo-Yeoun Cho, Kyu-nam-Kim   and Duck-Joo Lee This study is to evaluate effects of vitamin K supplementation on bone mineral density (VMD) in postmenopausal Korean women.",Non-OADS,/arxiv_data1/oa_pdf/1e/6b/jkms-26-1093.PMC3154347.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Development of Acute Megakaryoblastic Leukemia with  Isochromosome (12p) after a Primary Mediastinal Germ Cell  Tumor in Korea  The association of hematological malignancies with a mediastinal germ cell tumor (GCT) is  very rare.",Non-OADS,/arxiv_data1/oa_pdf/57/92/jkms-26-1099.PMC3154348.pdf
• Development of AML with i(12p) after a GCT in Korea  1 100   http://jkms.org  DOI: 10.3346/jkms.2011.26.8.1099acute leukemia was suspected and a bone marrow examination  was performed in November 2010.,Non-OADS,/arxiv_data1/oa_pdf/57/92/jkms-26-1099.PMC3154348.pdf
• Development of AML with i(12p) after a GCT in Korea  http://jkms.org   1 101  DOI: 10.3346/jkms.2011.26.8.1099preceded by a preleukemic period with myelodysplasia and fre - quently progressing to AML with French-American-British clas - sification (FAB) subtypes M1 or M2 (11).,Non-OADS,/arxiv_data1/oa_pdf/57/92/jkms-26-1099.PMC3154348.pdf
• Development of AML with i(12p) after a GCT in Korea  1 102   http://jkms.org  DOI: 10.3346/jkms.2011.26.8.1099astinal germ-cell tumour and haematological malignancy: case report  and short review of literature.,Non-OADS,/arxiv_data1/oa_pdf/57/92/jkms-26-1099.PMC3154348.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 Fulminant Epstein-Barr Virus-associated T-cell  Lymphoproliferative Disorder in an Immunocompetent   Middle-aged Man Presenting with Chronic Diarrhea and  Gastrointestinal Bleeding The World Health Organization (WHO) recently defined systemic Epstein-Barr virus (EBV)- positive T-cell lymphoproliferative disorders (LPD) of childhood as a life-threatening illness.",Non-OADS,/arxiv_data1/oa_pdf/8b/dd/jkms-26-1103.PMC3154349.pdf
• Fulminant EBV-associated T-cell LPD 1 104   http://jkms.org  DOI: 10.3346/jkms.2011.26.8.1103nine aminotransferase (ALT) at 20 IU/L and aspartate amino - transferase (AST) at 13 IU/L.,Non-OADS,/arxiv_data1/oa_pdf/8b/dd/jkms-26-1103.PMC3154349.pdf
• Fulminant EBV-associated T-cell LPD http://jkms.org   1 105  DOI: 10.3346/jkms.2011.26.8.1103opsy for pathological evaluation.,Non-OADS,/arxiv_data1/oa_pdf/8b/dd/jkms-26-1103.PMC3154349.pdf
• Fulminant EBV-associated T-cell LPD 1 106   http://jkms.org  DOI: 10.3346/jkms.2011.26.8.1103is extremely low due to hemophagocytosis and multiple organ  failure occurring over the course of days to weeks.,Non-OADS,/arxiv_data1/oa_pdf/8b/dd/jkms-26-1103.PMC3154349.pdf
• Fulminant EBV-associated T-cell LPD http://jkms.org   1 107  DOI: 10.3346/jkms.2011.26.8.1103nilla-Martinez et al.,OADS,/arxiv_data1/oa_pdf/8b/dd/jkms-26-1103.PMC3154349.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0)  which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.pISSN 1011-8934 eISSN 1598-6357 A Case of Hepatic Portal Venous Gas as a Complication of  Endoscopic Balloon Dilatation The development of hepatic portal venous gas (HPVG) is rare but it might be associated  with serious disease and poor clinical outcome.",Non-OADS,/arxiv_data1/oa_pdf/96/17/jkms-26-1108.PMC3154350.pdf
• Hepatic Portal Venous Gas after Endoscopic Balloon Dilatation http://jkms.org   1 109  DOI: 10.3346/jkms.2011.26.8.1108(6).,Non-OADS,/arxiv_data1/oa_pdf/96/17/jkms-26-1108.PMC3154350.pdf
