Sentence,class,file
Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 526 Fig.,Non-OADS,/arxiv_data1/oa_pdf/c0/de/ymj-54-523.PMC3575975.pdf
"SC Barrier Affects TJ Barrier via Ca2+ Gradient  Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 527er perturbation and consequently delayed barrier recovery.15  The same occlusion method caused a delay in Cldn-1 and  Cldn-4 recovery, even at 6 hours after tape-stripping com - pared with non-occluded group, indicating that inhibition of  Ca2+ gradient recovery prevented Cldn-1 and Cldn-4 resto - ration (Fig.",Non-OADS,/arxiv_data1/oa_pdf/c0/de/ymj-54-523.PMC3575975.pdf
Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 528Tight junction proteins in keratinocytes: localization and contribu - tion to barrier function.,Non-OADS,/arxiv_data1/oa_pdf/c0/de/ymj-54-523.PMC3575975.pdf
"Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 381Original Articlehttp://dx.doi.org/10.3349/ymj.2013.54.2.381 pISSN: 0513-5796, eISSN: 1976-2437         Yonsei Med J 54(2):381-388, 2013 The Role of One-Year Endoscopic Follow-Up for the Esophageal  Remnant and Gastric Conduit after Esophagectomy with Gastric  Reconstruction for Esophageal Squamous Cell Carcinoma Seong Yong Park,1,3 Hyun-Sung Lee,1 Hee-Jin Jang,1,4 Jong Yeul Lee,1 Jungnam Joo,2 and Jae Ill Zo1,5 1Center for Lung Cancer and 2Cancer Biostatistics Branch, Research Institute and Hospital, National Cancer Center, Goyang; 3Department of Thoracic and Cardiovascular Surgery, Yonsei University College of Medicine, Seoul, Korea.",Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
"© Copyright: Yonsei University College of Medicine 2013 This is an Open Access article distributed under the  terms of the Creative Commons Attribution Non- Commercial License (http://creativecommons.org/  licenses/by-nc/3.0) which permits unrestricted non- commercial use, distribution, and reproduction in any  medium, provided the original work is properly cited.Purpose:  After esophagectomy and gastric reconstruction for esophageal cancer,  patients suffer from various symptoms that can detract from quality of life.",Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
"Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 382patients with middle and lower esophageal cancers, a two- field lymph node dissection and intrathoracic esophagogas - trostomy were performed using the whole stomach as a  conduit, and an anastomosis was performed with a 28-mm  end-to-end anastomosis stapler (EEA stapler; Autosuture,  U.S. Surgical Corp., Norwalk, CT, USA).",Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
Endoscopic Follow-Up after Esophagectomy Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 383related mortality.,Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 384two patients with reflux symptoms were prescribed a PPI.,Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
Endoscopic Follow-Up after Esophagectomy Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 3853C).,Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
Yonsei Med J   http://www.eymj.org   Volume 54   Number 2   March 2013 386level was 26.2±1.8 cm from the upper incisors for intratho - racic anastomosis and 22.2±2.3 cm from the upper incisors  for cervical anastomosis.,Non-OADS,/arxiv_data1/oa_pdf/a8/fb/ymj-54-381.PMC3575976.pdf
