Sentence,class,file
Available at http://www.iom.edu/ /C24/media/Files/Report%20- Files/2013/US-Health-International-Perspective/USHealth_Intl_Per- spectiveRB.pdf.,Non-OADS,/arxiv_data1/oa_pdf/08/d2/medi-94-e1410.PMC4616517.pdf
"All RCTs 20–23applied allocation concealment, and 2 trials22,23were double blind and avoided selective outcome and other bias (Appendix Table S2, http://links.lww.com/MD/A378).",Non-OADS,/arxiv_data1/oa_pdf/b8/bc/medi-94-e1345.PMC4616522.pdf
"The risks of bias were evaluated by a modification of the Newcastle–Ottawa scale for retrospective studies (Appendix Table S3, http://links.lww.com/MD/A378).",Non-OADS,/arxiv_data1/oa_pdf/b8/bc/medi-94-e1345.PMC4616522.pdf
"The pooled studies showed theORR (RR: 1.25; 95% CI, 1.16–1.34; P<0.001) in the che- motherapy treatment every 3 weeks and the ORR (RR: 1.23; 95% CI, 1.07–1.41; P¼0.004) in the chemotherapy every 4 weeks (Appendix Figure S1, http://links.lww.com/MD/A378).",Non-OADS,/arxiv_data1/oa_pdf/b8/bc/medi-94-e1345.PMC4616522.pdf
"For DCR, we found similar results for both chemother- apy every 3 weeks patients and chemotherapy every 4 weeks patients (RR: 1.66; 95% CI, 1.14–2.42; P¼0.008; and RR: 1.36; 95% CI, 1.10–1.68; P¼0.004) (Appendix Figure S2, http://links.lww.",Non-OADS,/arxiv_data1/oa_pdf/b8/bc/medi-94-e1345.PMC4616522.pdf
http://www.rarediseases.org/rare-disease-information/rare-diseases/byID/490/viewAbstract.,Non-OADS,/arxiv_data1/oa_pdf/a5/91/medi-94-e0950.PMC4616524.pdf
"In: Higgens JPT, Green LA, eds:The Cochrane Collaboration; 2011. http://handbook.cochrane.org/.",OADS,/arxiv_data1/oa_pdf/0f/ef/medi-94-e0701.PMC4616527.pdf
"All statistical calculations were performed using MedCalc Statistical Software version 14.10.2 (MedCalc Software bvba, Ostend, Belgium; http://www.medcalc.org; 2014).",OADS,/arxiv_data1/oa_pdf/3a/13/medi-94-e0719.PMC4616528.pdf
Statistical analyses wereperformed with R (http://www.R-project.org).,OADS,/arxiv_data1/oa_pdf/fa/8d/medi-94-e0941.PMC4616529.pdf
2013; http://data.worldbank.org/country/panama.,Non-OADS,/arxiv_data1/oa_pdf/fd/11/medi-94-e0970.PMC4616533.pdf
Health in the Americas: Regional outlook and Country profiles 2012; 91(9):229 p. http://www.pa-ho.org/saludenlasamericas/ 5.,Non-OADS,/arxiv_data1/oa_pdf/fd/11/medi-94-e0970.PMC4616533.pdf
"Geneva, Switzerland: World HealthOrganization; 2001. http://www.who.int/healthinfo/paper31.pdf.",Non-OADS,/arxiv_data1/oa_pdf/fd/11/medi-94-e0970.PMC4616533.pdf
10 [Internet].Lyon (France): IARC CancerBase; 2010. http://globocan.iarc.fr.,Non-OADS,/arxiv_data1/oa_pdf/fd/11/medi-94-e0970.PMC4616533.pdf
"The Frequency and Cytokine Producing Capacity of Hepatic iNKT Cells From HBV-Tg Mice are Comparable to Those From WT Mice Flow cytometric analysis revealed that there were approxi- mately 0.5% to 1.5% iNKT cells (CD1d tetramerþCD3þ) in the spleen and 5% to 25% iNKT cells in the liver of both HBV-Tg mice and wild type (WT) mice (Figure S1A, http://links.lww.- com/MD/A296).",Non-OADS,/arxiv_data1/oa_pdf/7a/a7/medi-94-e0961.PMC4616535.pdf
"IFN-gþiNKT and IL-4þiNKT cells were not different between these 2 groups ( P>0.05) (Figure S1C and E, http://links.lww.",OADS,/arxiv_data1/oa_pdf/7a/a7/medi-94-e0961.PMC4616535.pdf
2014;27:224–235http://dx.doi.org/10.2478/s13382-014- 0248-x.,Non-OADS,/arxiv_data1/oa_pdf/21/e2/medi-94-e0906.PMC4616538.pdf
2014;27:400–412http://dx.doi.org/ 10.2478/s13382-014-0266-8.,Non-OADS,/arxiv_data1/oa_pdf/21/e2/medi-94-e0906.PMC4616538.pdf
"After exclusion of 9 patients with an inconclusivepreoperative diagnosis, 106 remained for analysis (see Supple-mental Figure 2, http://links.lww.com/MD/A304, Supplemental Content, which illustrates the rate of preoperative diagnostic accuracy of all PCN resections).",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
"In theperiod between 2009 and 2011, 27.6% of resected IPMN caseswere high risk (8 out of 29) whereas between 2012 and 2014 this proportion was 48.6% (18 out of 37) (see Supplemental Figure 3, http://links.lww.com/MD/A304, Supplemental Content,which illustrates the distribution of dysplasia in resected IPMNover the years), suggesting that the updated Sendai guidelines of 2012 result in fewer false positive cases.",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
"Histology of IPMN Of the 71 IPMNs, the distribution of the histologic classi- fication was as follows: 23 were of the intestinal type, 12 of the pancreatobiliary type, 19 of the gastric type, and 2 were of theoncocytic type (see Supplementary Figure 4, http://links.lww.",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
"In contrast, the rate of high-risk PCN was lower inintestinal (21.1%) and gastric subtypes (26.1%) (see Supple-mental Table 1, http://links.lww.com/MD/A304, Supplemental Content, which shows the distribution of subtypes and dysplasia of IPMN and MCN patients in the retrospective cohort).",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
"The incidence of high-risk PCN was 7.7% (2 out of 26, 1 case could not be retrieved), while 92.3% was considered a low-risk PCN (see Supplemental Table 1, http://links.lww.com/MD/A304,Supplemental Content, which shows the distribution of sub-types and dysplasia of IPMN and MCN patients in the retro- spective cohort).",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
"The frequently used cutoff value of 192 ng/mL13,14resulted in a sensitivity of 39% and specificity of 96.7%, yielding an overall accuracy of 63.4% to differentiate between mucinous PCN and nonmucinous cysts (see Supple-mental Table 2, http://links.lww.com/MD/A304, SupplementalContent, which shows the diagnostic performance of CEA and the presence of mucin in cytological analysis).",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
"83.3%, NPV of 64.3%, and accuracy of 73.0% of predicting a mucinous PCN (see Supplemental Table 2, http://links.lww.- com/MD/A304, Supplemental Content, which shows the diag-nostic performance of CEA and the presence of mucin incytological analysis).",Non-OADS,/arxiv_data1/oa_pdf/1a/b9/medi-94-e0988.PMC4616542.pdf
Details of the LHID2000 database are presented on the National Health Research Insti- tute’s website (http://w3.nhri.org.tw/nhird/date_01.html).,OADS,/arxiv_data1/oa_pdf/a7/57/medi-94-e1013.PMC4616544.pdf
18. http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/ 125166s172lbl.pdf.,Non-OADS,/arxiv_data1/oa_pdf/d6/3f/medi-94-e1000.PMC4616562.pdf
Data Extraction and Quality Assessment The data collection and assessment of methodological quality followed the Cochrane Collaboration guidelines (http://www.cochrane.de).,OADS,/arxiv_data1/oa_pdf/72/bc/medi-94-e1282.PMC4616571.pdf
"No apparent publication bias was found in the analyses for our primarymeasure (S1_Figure, http://links.lww.com/MD/A352).",Non-OADS,/arxiv_data1/oa_pdf/72/bc/medi-94-e1282.PMC4616571.pdf
"Furthermore, our data (Supplemental Tables 1 and 2, http://links.lww.com/MD/A357) revealed no difference inpatients’ OS with respect to the type of biliary drainageprocedure they underwent.",Non-OADS,/arxiv_data1/oa_pdf/3c/3e/medi-94-e1298.PMC4616572.pdf
"The original adherence index of AHA- DLR has been developed and validated by Bhupathiraju et al.10 As in Kanauchi’s study15we used a simplified index with minor modifications (see Supplemental Table 1, http://links.lww.com/ MD/A351, which indicated a modified components and scoring system for AHA-DLR).",Non-OADS,/arxiv_data1/oa_pdf/50/c0/medi-94-e1283.PMC4616577.pdf
"The association of each subcomponent of the recommen- dations with BMD is shown in Supplemental Table 2, http://links.lww.com/MD/A351.",OADS,/arxiv_data1/oa_pdf/50/c0/medi-94-e1283.PMC4616577.pdf
"2002. http://www.who.int/ageing/publications/ keep_fit/en/; access date: July 20, 2015.",Non-OADS,/arxiv_data1/oa_pdf/50/c0/medi-94-e1283.PMC4616577.pdf
"2005. http://www.who.int/dietphysicalactivity/publications/f&v_intake_measurement.pdf; access date: July 20, 2015.",Non-OADS,/arxiv_data1/oa_pdf/50/c0/medi-94-e1283.PMC4616577.pdf
We critically assessed thereporting quality of the study according to the PRISMA 2009 checklists (Supplemental Table 1 http://links.lww.com/MD/ A360).26This study did not require the ethic approval and informed consent due to all analyses were carried out based onthe data extracted from previous published trials.,Non-OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
"Data Extraction The following basic information and essential continuous and dichotomous data for specific outcome were extracted independently from each original eligible study by 2 authors(Guo-Min Song and Xu Tian) by using the predesigned dataextraction table (Supplemental Table 2 http://links.lww.com/ MD/A360): study ID (including surname of the first author and publication year), country, diagnosis, age of participants,sample size, nutrition status, study setting and interventions,and reporting outcome measures of interest.",OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
RESULTS Study Selection and Trial Characteristics We used the PRISMA 2009 flow diagram (see Supplemental Table 3 http://links.lww.com/MD/A360) to guide the process ofstudy selection.,OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
"The pooled results revealed that there was no significant difference in terms of SSIbetween groups (RR, 1.04; 95% CI, 0.75–1.44; P¼0.82) (see Supplemental Figure 1a http://links.lww.com/MD/A360).",OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
"The meta- analysis indicated no significant difference between groupsin terms of the given index (RR, 0.79; 95% CI, 0.54–1.16; P¼0.23) (see Supplemental Figure 1a http://links.lww.com/ MD/A360).",OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
"The estimated effect size indicated no significant difference betweengroups (MD, /C00.88; 95% CI, /C03.73 to 1.96; P¼0.54) (see Supplemental Figure 1b http://links.lww.com/MD/A360).",OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
The summarized results indicated no significantdifferences between groups in terms of all serum indexes (see Supplemental Figure 2a–d http://links.lww.com/MD/ A360).,OADS,/arxiv_data1/oa_pdf/d8/73/medi-94-e1311.PMC4616579.pdf
"Table 1 and Supplementary Table 1, http://links.lww.com/MD/A358 sum- marized HER2 amplification status as well.",Non-OADS,/arxiv_data1/oa_pdf/91/18/medi-94-e1309.PMC4616584.pdf
"Patients with ICC showed less HER2 positive status than IDC (Table 1: 5.8 vs.16.1%, P¼0.002; Supplementary Table 1, http://links.lww.",Non-OADS,/arxiv_data1/oa_pdf/91/18/medi-94-e1309.PMC4616584.pdf
"The Cox proportional hazards model was utilized to further investigate the effect of baseline characteristics on DSS and OS(Table 2 and Supplementary Table 2, http://links.lww.com/MD/ A358).",OADS,/arxiv_data1/oa_pdf/91/18/medi-94-e1309.PMC4616584.pdf
"In univariate analysis, factors were proved to be sig- nificantly associated with DSS including age, year of diagnosis,race, marital status, tumor grade, tumor size, lymph nodesstatus, ER status, PR status, and surgery type (Supplementary Table 2, http://links.lww.com/MD/A358).",Non-OADS,/arxiv_data1/oa_pdf/91/18/medi-94-e1309.PMC4616584.pdf
"In analysis limited to ER-positive ICC and IDC patients, which including179,084 patients (584 ICCs and 178,500 IDCs), similar results were observed (Supplementary Table 1, http://links.lww.com/ MD/A358).",OADS,/arxiv_data1/oa_pdf/91/18/medi-94-e1309.PMC4616584.pdf
