Sentence,class,file
Microbiology 2013; 159:565-79; PMID:23306673 ; http://dx.doi.org/10.1099/ mic.0.064097-0 98.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Yeast 2011; 28:253-63;  PMID:21360736 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Mycopathologia 2012; 174:177-85;  PMID:22484810 ; http://dx.doi.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Yeast 2010; 27:933-9; PMID:20602447 ;  http://dx.doi.org/10.1002/yea.1800 101.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Biochem Biophys Res Commun 2009; 390:983-8;  PMID:19852932 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Science 2009; 326:1509- 12; PMID:19933107 ; http://dx.doi.org/10.1126/ science.1178811 103.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Annu Rev Phytopathol 2010; 48:419-36;  PMID:19400638 ; http://dx.doi.org/10.1146/ annurev-phyto-080508-081936 104.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Science  2009; 326 :1501;  PMID:19933106 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Science 2013; 339:823-6; PMID:23287722 ; http://dx.doi.org/10.1126/ science.1232033 107.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Cell  2013 ; 153:910-8 ;  PMID:23643243 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
PLoS One 2013; 8:e68708;  PMID:23874735 ; http://dx.doi.org/10.1371/journal.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Genetics 2013; 195:1187-91; PMID:23979586 ;  http://dx.doi.org/10.1534/genetics.113.156299 110.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Microbiology 2005; 151:1051-60;  PMID:15817774 ;  http://dx.doi.org/10.1099/mic.0.27696-0 111.,Non-OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
Yeast  2004; 21:333-40;  PMID:15042593 ; http://dx.doi.,OADS,/arxiv_data1/oa_pdf/c3/cf/viru-5-507.PMC4063812.pdf
