Sentence,class,file
"ACM,NewYork,NY,USA,11pages.https://doi.org/10.1145/1 122445.1122456 “Birdsof a featherﬂock together.”— Plato, Symposium, ca.3 85 BC ∗Work done whenM.P.wasanundergraduatestudent atNTUA.",Non-OADS,2107.03449v1.pdf
"ACM ISBN978-x-xxxx-xxxx-x/YY/MM...$15.00 https://doi.org/10.1145/1122445.11224561 INTRODUCTION Mostmodernlarge-scaleOnlineSocialNetworks(OSN)exhib itthe so-called core-peripherystructure (seee.g.,[32,47,50,51,57,62,65, 65] and the references therein).",Non-OADS,2107.03449v1.pdf
https://doi.org/10.5281/zenodo.3818033.,Non-OADS,2107.03449v1.pdf
http://snap.stanford.edu/data.,OADS,2107.03449v1.pdf
"Handling Heavily Abbreviated Manuscripts: HTR engines vs text normalisation approaches Jean-Baptiste Camps( ✉)[0000−0003−0385−7037], Chahan Vidal-Gorène[0000−0003−1567−6508], and Marguerite V ernet École nationale des chartes – Université Paris, Sciences & Lettres, 65 rue de Richelieu 75002 Paris, F rance {firstname.lastname}@chartes.psl.eu http://www.chartes.psl.eu/ Abstract.",Non-OADS,2107.03450v1.pdf
"BnF (1997), https://gallica.bnf.fr/ark:/12148/btv1b9080806r/ 4.",Non-OADS,2107.03450v1.pdf
"https://doi.org/10.18653/v1/N19-1389 , arXiv: 1904.02036 5.",Non-OADS,2107.03450v1.pdf
https://doi.org/10.5281/zenodo.1116735 6.,Non-OADS,2107.03450v1.pdf
"arXiv:2012.03845 [cs] (Dec 2020), http://arxiv.org/abs/2012.03845 7.",Non-OADS,2107.03450v1.pdf
"Nancy (2020), https://hal.archives-ouvertes.fr/hal-02784770",Non-OADS,2107.03450v1.pdf
https://doi.org/10.3406/lfr.1998.6257 11.,Non-OADS,2107.03450v1.pdf
https://doi.org/10.1109/ICFHR2020.2020.00064 13.,Non-OADS,2107.03450v1.pdf
"Corpus 7(Nov 2008), http://corpus.revues.org/1517 17.",Non-OADS,2107.03450v1.pdf
"Github, Paris (2018), https://github.com/oriflamms/PsautierIMS , ed.",Non-OADS,2107.03450v1.pdf
"Github, Paris (2018), https://github.com/oriflamms/PsautierIMS 21.",Non-OADS,2107.03450v1.pdf
"TELMA, Github, Paris (2018), https://github.com/oriflamms/Fontenay 22.",Non-OADS,2107.03450v1.pdf
"W ang, C.: fastwer (2020), https://github.com/kahne/fastwer , v0.1.3",Non-OADS,2107.03450v1.pdf
"ahttps://www.cnet.com/news/microsoft-apologizes-after-ai-teen-tay-misbehaves/ bhttps://www.washingtonpost.com/news/acts-of-faith/wp/2017/10/04/ santa-dead-archaeologists-say/ accessed 27 May 2021 The last scenario, named the I MPOSTOR EFFECT , encapsulates situations where the user receives inappropriate expert advice from the system in safety-critical situations.",Non-OADS,2107.03451v3.pdf
"With this in mind, some of the response strategies dis- cussed above — while successful according to metrics such as re-offense rates — may not ensure 2https://www.theguardian.com/world/2021/jan/14/time-to-properly-socialise-hate-speech- ai-chatbot-pulled-from-facebook 6",Non-OADS,2107.03451v3.pdf
Work on automatic 3https://www.oracle.com/news/announcement/ai-at-work-100720.html 7,Non-OADS,2107.03451v3.pdf
4https://ai.googleblog.com/2020/01/towards-conversational-agent-that-can.html 12,Non-OADS,2107.03451v3.pdf
5https://emdinan1.medium.com/a-recap-of-the-ﬁrst-workshop-on-safety-for-conversational- ai-98201d257530 15,Non-OADS,2107.03451v3.pdf
All tools are open-sourced at https://parl.ai/projects/safety bench/ .,OADS,2107.03451v3.pdf
"6https://www.kuki.ai/research 7List of Dirty, Naughty, Obscene, and Otherwise Bad Words , downloaded from https://github.com/ LDNOOBW/List-of-Dirty-Naughty-Obscene-and-Otherwise-Bad-Words 8https://parl.ai/projects/dialog safety/ 9https://perspectiveapi.com/ 10Note that we do not provide API access to the P ERSPECTIVE API.",Non-OADS,2107.03451v3.pdf
"We also note that Kuki, like the E2E neural models, is not immune to responding with unsafe language: anecdotally, we observe that often in 11https://github.com/facebookresearch/ParlAI/tree/master/parlai/tasks/twitter 18",Non-OADS,2107.03451v3.pdf
"Taking a look at the logs, we 12https://spacy.io/usage/linguistic-features 13https://parl.ai/projects/safety recipes/ 20",Non-OADS,2107.03451v3.pdf
14https://parl.ai/projects/safety recipes/ 24,Non-OADS,2107.03451v3.pdf
