Sentence,class,file
"[6] E. Wong, I. Aeck, Tunneling in quantum wires: A boundary confor- mal eld theory approach, Nuclear Physics B 417 (3) (1994) 403{438. doi:https://doi.org/10.1016/0550-3213(94)90479-0 .",Non-OADS,2107.08899v1.pdf
"URL https://www.sciencedirect.com/science/article/pii/ 0550321386905961 [8] I. Aeck, Boundary condition changing operations in conformal eld the- ory and condensed matter physics, Nuclear Physics B - Proceedings Sup- plements 58 (1997) 35{41. doi:10.1016/s0920-5632(97)00411-8 .",OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.1016/S0920-5632(97)00411-8 [9] J. Cardy, Boundary Conformal Field Theory, arXiv e-prints (2004) hep{ th/0411189 arXiv:hep-th/0411189 .",OADS,2107.08899v1.pdf
"URL https://doi.org/10.1088/0305-4470/33/37/301 [11] S. R. White, Density matrix formulation for quantum renormaliza- tion groups, Phys.",Non-OADS,2107.08899v1.pdf
doi:http://dx.doi.org/10.1016/j.aop.2010.09.012 .,OADS,2107.08899v1.pdf
"URL http://www.sciencedirect.com/science/article/pii/ S0003491610001752 [15] N. Chepiga, F. Mila, Excitation spectrum and density matrix renormal- ization group iterations, Phys.",OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.1007/978-3-642-35106-8_4 [17] A. M. L auchli, Operator content of real-space entanglement spectra at con- formal critical points, ArXiv e-prints arXiv:1303.0741 .",OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.21468/SciPostPhys.6.3.033 [20] A. Rapp, P. Schmitteckert, G. Tak acs, G. Zar and, Asymptotic scattering and duality in the one-dimensional three-state quantum potts model on a lattice, New Journal of Physics 15 (1) (2013) 013058.",Non-OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.1088/0305-4470/31/28/003 [22] J. Fuchs, C. Schweigert, Completeness of boundary conditions for the critical three-state potts model, Physics Letters B 441 (1) (1998) 141{146. doi:https://doi.org/10.1016/S0370-2693(98)01185-X .",OADS,2107.08899v1.pdf
"URL https://www.sciencedirect.com/science/article/pii/ S037026939801185X [23] A. Kolezhuk, R. Roth, U. Schollw ock, First order transition in the frus- trated antiferromagnetic heisenberg S= 1 quantum spin chain, Phys.",OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.1140/epjb/e2004-00344-1 [30] I. P. McCulloch, From density-matrix renormalization group to matrix product states, Journal of Statistical Mechanics: Theory and Experiment 2007 (10) (2007) P10014.",Non-OADS,2107.08899v1.pdf
"URL https://www.sciencedirect.com/science/article/pii/ 0550321387903348 [37] M. Oshikawa, I. Aeck, Boundary conformal eld theory approach to the critical two-dimensional ising model with a defect line, Nuclear Physics B 495 (3) (1997) 533{582. doi:10.1016/s0550-3213(97)00219-8 .",OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.1016/S0550-3213(97)00219-8 [38] N. Chepiga, F. Mila, Kibble-zurek exponent and chiral transition of the period-4 phase of rydberg chains, Nature Communications 12 (1).",OADS,2107.08899v1.pdf
"URL http://dx.doi.org/10.1038/s41467-020-20641-y [39] N. Chepiga, Dimerization and exotic criticality in spin-s chains, EPFL the- sis 7621 (2017) 184. doi:10.5075/epfl-thesis-7621 .",OADS,2107.08899v1.pdf
URL http://infoscience.epfl.ch/record/226465 25,Non-OADS,2107.08899v1.pdf
"[10] L. Cantier, Unitary Cuntz semigroups of ideals and quotients , M¨ unster J. of Math., (2021) (In press) Available at: https://arxiv.org/abs/2012.08646 .",Non-OADS,2107.08901v2.pdf
Available at https://arxiv.org/abs/1904.03690 .,Non-OADS,2107.08901v2.pdf
Available at:https://ivv5hpp.uni-muenster.de/u/h_thie08/teaching /CuScript.pdf .,Non-OADS,2107.08901v2.pdf
https://www.nationalgeographic.co.uk/science -and- technology/2020/10/screen -time-use-is-up-and-so-is-cyberbullying .,Non-OADS,2107.08902v1.pdf
https://doi.org/10.1111/j.1469 - 7610.2007.01846.x   3.,Non-OADS,2107.08902v1.pdf
https://doi.org/https://doi.org/10.1111/j.1467 -9450.2007.00611.x   4.,Non-OADS,2107.08902v1.pdf
https://doi.org/10.1089/cyber.2012.0040,Non-OADS,2107.08902v1.pdf
Multimed Sy st.  https://doi.org/10.1007/s00530 -020-00701 -5  12.,OADS,2107.08902v1.pdf
https://doi.org/10.1109/TAFFC.2 017.2761757   13.,Non-OADS,2107.08902v1.pdf
https://doi.org/10.1371/journal.pone.0203794   15.,Non-OADS,2107.08902v1.pdf
1 https://pypi.org/project/vorbin/ 2 https://pypi.org/project/ppxf/,Non-OADS,2107.08903v2.pdf
"Facilities: Gemini:Gillett (NIFS/ALTAIR), VLT:Yepun (SINFONI/AO)Software: Gemini IRAF Package v 1.9 (https://www.gemini.edu/observing/phase-iii/ understanding-and-processing-data/data-processing-software/ gemini-iraf-general); IRAF (Tody 1986, 1993); Pampel- Muse (Kamann 2018); ESO SINFONI pipeline (Eisen- hauer et al.",Non-OADS,2107.08903v2.pdf
"https://doi.org/10.5281/zenodo.4044744 Bronkalla, W., & Notni, P. 1990, in Astronomische Gesellschaft Abstract Series, Vol.",Non-OADS,2107.08903v2.pdf
"2020, MNRAS, 497, 2018, doi: 10.1093/mnras/staa1847 Harris, W. E. 1996, AJ, 112, 1487, doi: 10.1086/118116 Hartmann, M., Debattista, V. P., Seth, A., Cappellari, M., & Quinn, T. R. 2011, MNRAS, 418, 2697, doi: 10.1111/j.1365-2966.2011.19659.x Hilker, M., & Richtler, T. 2000, A&A, 362, 895. https://arxiv.org/abs/astro-ph/0008500 Ho, L. C., Filippenko, A. V., & Sargent, W. L. W. 1997, ApJS, 112, 315, doi: 10.1086/313041 Ho, L. C., Greene, J. E., Filippenko, A. V., & Sargent, W. L. W. 2009, ApJS, 183, 1, doi: 10.1088/0067-0049/183/1/1 Homan, L., Cox, T. J., Dutta, S., & Hernquist, L. 2009, ApJ, 705, 920, doi: 10.1088/0004-637X/705/1/920 Hunter, D. 1997, PASP, 109, 937, doi: 10.1086/133965 Hunter, D. A., & Gallagher, John S., I.",Non-OADS,2107.08903v2.pdf
"http://ascl.net/1805.021 Kamann, S., Husser, T. O., Dreizler, S., et al.",OADS,2107.08903v2.pdf
E. V. F. A thanks the Herla Project(http://hscw.herla.unipg.it) - Universit a degli Studi di Perugia for allocated computing time.,Non-OADS,2107.08904v1.pdf
"The L-functions and modular form s database, http://www.lmfdb.org.",OADS,2107.08905v1.pdf
Data availability   The MATLAB code for DCSO algorithm can be foun d in the below repository link:  https://github.com/aramahmed/DCSO -Algorithm/   Conflict  of Interest   The authors declare that they have no conflict of interest.,OADS,2107.08908v1.pdf
"By using the predictions, the adversary trains 1https://cloud.google.com/explainable-ai Preprint.",Non-OADS,2107.08909v1.pdf
2https://github.com/cake-lab/datafree-model-extraction 7,Non-OADS,2107.08909v1.pdf
https://pos.sissa.it/arXiv:2107.08910v1  [astro-ph.HE]  19 Jul 2021,Non-OADS,2107.08910v1.pdf
"MR 3836561 [Wis03] Daniel T. Wise, Coherence, local-indicability and non-positive im- mersions , Preprint, http://www.gidon.com/dani/tl.cgi?athe= pspapers/NonPositiveCoherence.ps , 2003.",Non-OADS,2107.08911v1.pdf
"A 371:20120156, (2013), http://dx.doi.org/10.1098/rsta.2012.0156.",Non-OADS,2107.08914v1.pdf
The Department of Energy will provide pub- lic access to these results of federally sponsored re- search in accordance with the DOE Public Access Plan (http://energy.gov/downloads/doe-public-access-plan).,OADS,2107.08915v1.pdf
"In the case of using the combination of SNe Ia, BAO and CMB data sets, it takes, Ltot(p)=LS NeLBAOLPlanck (17) 1https://sdss3.org/science/boss_publications.php 2For more details on the Planck CMB spectrum and likelihood code, see https://wiki.cosmos.esa.int/planckpla/index.php/CMB_ spectrum_%26_Likelihood_Code 3",OADS,2107.08916v3.pdf
"Middelburg ORCID: https://orcid.org/0000-0002-8725-0197 Informatics Institute, Faculty of Science, University of A msterdam Science Park 904, 1098 XH Amsterdam, the Netherlands C.A.Middelburg@uva.nl Abstract.",Non-OADS,2107.08921v3.pdf
"9See, e.g., SAT score distributions here: https://collegereadiness.collegeboard.org/pdf/under standing-sat-scores.pdf .",Non-OADS,2107.08922v1.pdf
URL https://EconPapers.repec.org/RePEc:pri:indrel:30a .,Non-OADS,2107.08922v1.pdf
URL https://www.nytimes.com/2020/12/18/nyregion/ivy-lea gue-admissions-lottery.html .,Non-OADS,2107.08922v1.pdf
URL https://doi.org/10.1145/3375627.3375823 .,Non-OADS,2107.08922v1.pdf
URL https://www.applerouth.com/blog/2019/04/10/4-tips-f or-international-students-planning-to-take-sat-or-a ct/.,Non-OADS,2107.08922v1.pdf
URL https://www.insidehighered.com/admissions/article/2 020/09/28/hundreds-thousands-who-registered-sat-una ble-take-it/ .,Non-OADS,2107.08922v1.pdf
URL http://arxiv.org/abs/2102.07809 .,Non-OADS,2107.08922v1.pdf
URL http://arxiv.org/abs/1809.04578 .,Non-OADS,2107.08922v1.pdf
URL https://www.nacacnet.org/news--publications/newsroo m/test-optional-means-test-optional/ .,Non-OADS,2107.08922v1.pdf
URL https://www.nytimes.com/2021/05/15/us/SAT-scores-uc -university-of-california.html .,Non-OADS,2107.08922v1.pdf
ISSN 0272-7757. doi: https://doi.org/10.1016/j.econedu rev.2004.06.006.,Non-OADS,2107.08922v1.pdf
URL https://www.sciencedirect.com/science/article/pii/S 0272775704001116 .,Non-OADS,2107.08922v1.pdf
URL https://www.ssrn.com/abstract=3302150 .,Non-OADS,2107.08922v1.pdf
URL https://senate.universityofcalifornia.edu/_files/un derreview/sttf-report.pdf .,Non-OADS,2107.08922v1.pdf
URL https://www.latimes.com/california/story/2020-05-21 /uc-drops-sat-and-act-test-requirement-for-admissio n. C. Wilson.,Non-OADS,2107.08922v1.pdf
We develop a computational testbed based on inference in a neural network Gaussian process and release our code as a benchmark at https://github.com/deepmind/enn .,Non-OADS,2107.08924v1.pdf
"In addition to this appendix, we opensource complete implementation of these EnnAgent s, and suggest that motivated practitioners consult https://github.com/deepmind/enn for full details.",Non-OADS,2107.08924v1.pdf
"[14] A. Blanchard and T. P. Sapsis, Chaos: An Interdisci- plinary Journal of Nonlinear Science 29, 113120 (2019), https://doi.org/10.1063/1.5120830.",Non-OADS,2107.08925v2.pdf
"[26] L. Zhang and H. Schaeer, Multiscale Modeling & Simulation 17, 948 (2019), https://doi.org/10.1137/18M1189828.",Non-OADS,2107.08925v2.pdf
We can 1https://www.researchgate.net/publication/241802100_A_Framework_for_Generating_ Data_to_Simulate_Application_Scoring 2https://github.com/williamblanzeisky/SBDG 2,Non-OADS,2107.08928v2.pdf
URL https://doi.org/10.,Non-OADS,2107.08929v1.pdf
URL https://openreview.net/ forum?id=Hyg0vbWC- .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/N18-1158 .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/D18-1409 .,Non-OADS,2107.08929v1.pdf
URL https://doi.org/10.,Non-OADS,2107.08929v1.pdf
URL https://doi.org/10.1162/neco.1997.,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/N18-2097 .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/D19-1298 .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/D19-1387 .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/ anthology/2020.acl-main.552 .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/D14-1162 .,Non-OADS,2107.08929v1.pdf
URL https://doi.org/10.1016/j.ipm.2007.01.023 .,OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/ 2020.emnlp-main.748 .,Non-OADS,2107.08929v1.pdf
URL https://www.aclweb.org/anthology/W17-3207 .,Non-OADS,2107.08929v1.pdf
2https://startrackworks.camk.edu.plTable 1: Tested parameter space for the isolated binary evolution of HR 6819.,OADS,2107.08930v2.pdf
"Pulsational pair instability (PPISN) and full- ﬂedged pair-instability supernova (PISN) were chosen to follow 3http://moccacode.net Article number, page 2 of 9",OADS,2107.08930v2.pdf
5https://people.smp.uq.edu.au/HolgerBaumgardt/ globular/ Fig.,OADS,2107.08930v2.pdf
1http://dcase.community/challenge2020/ task-acoustic-scene-classification Figure 2.,Non-OADS,2107.08933v1.pdf
Software and Data The source code is available on https://github.com/ kkoutini/cpjku_dcase21 .,OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/2009.08576 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/ 2010.14495 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/2005.14623 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/1907.01803 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/ 2105.12395 .,Non-OADS,2107.08933v1.pdf
URL https://openreview.net/forum?,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/1701.04128 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/ abs/1905.11946 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/1611.03530 .,Non-OADS,2107.08933v1.pdf
URL https://arxiv.org/abs/1710.09412 .,Non-OADS,2107.08933v1.pdf
https://pos.sissa.it/arXiv:2107.08934v1  [astro-ph.IM]  19 Jul 2021,Non-OADS,2107.08934v1.pdf
"Because the framework is designed to be detector independent, /one.suphttps://www.gnu.org/licenses/gpl-3.0.txt /two.suphttps://github.com/icecube/skyllh 2",Non-OADS,2107.08934v1.pdf
/three.suphttps://github.com/icecube/i3skyllh /four.suphttps://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.minimize.html /five.suphttps://iminuit.readthedocs.io/en/stable/reference.html 3,OADS,2107.08934v1.pdf
/six.suphttps://github.com/icecube/photospline 4,Non-OADS,2107.08934v1.pdf
The datasets and code used to produce the results in this pa- per can be accessed at https://github.com/alytjong/ compressed-compressor .,OADS,2107.08938v1.pdf
https://doi.org/ 10.2514/6.1993-2230 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1137/ S0363012998345184 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1063/1.,Non-OADS,2107.08938v1.pdf
https://doi.org/ 10.1109/TIT.2005.858979 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1002/ cpa.20124 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1002/fld.1365 .,Non-OADS,2107.08938v1.pdf
https://doi.org/ 10.1073/pnas.1906995116 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1137/S003614450037906X .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1109/TIT.,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1137/0702016 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1115/1.,Non-OADS,2107.08938v1.pdf
https://doi.org/10.,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1002/aic.690370209 .,Non-OADS,2107.08938v1.pdf
https://arxiv.org/ abs/1901.08168v2 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1145/ 1273496.1273556 .,Non-OADS,2107.08938v1.pdf
https://doi.org/10.1145/2623330.2623612 .,Non-OADS,2107.08938v1.pdf
