Sentence,class,file
"Ph.D. thesis, FU Berlin (Mar 2007), http://www.diss.fu-berlin.de/ diss/receive/FUDISS_thesis_000000002736 3.",Non-OADS,1504.07758v1.pdf
"Springer Berlin Heidelberg (2001), http://dx.doi.org/10.",Non-OADS,1504.07758v1.pdf
"RFC 3987, Internet Engineering Task Force (IETF) (2005), http://www.ietf.org/rfc/rfc3987.txt 10.",Non-OADS,1504.07758v1.pdf
"Web Semantics: Science, Services and Agents on the World Wide Web 14(0), 14–44 (2012), http://www.sciencedirect.com/ science/article/pii/S1570826812000352",Non-OADS,1504.07758v1.pdf
"In: Proceedings of the 23rd inter- national conference on World Wide Web (2014), http://svn.aksw.org/papers/ 2014/WWW_Databugger/public.pdf , to appear 17.",Non-OADS,1504.07758v1.pdf
"Springer International Publishing (2014), http://dx.doi.org/10.1007/978-3-319-11964-9_16 20.",Non-OADS,1504.07758v1.pdf
"Semantic Web Journal (2014), http://www.semantic-web-journal.net/content/ quality-assessment-linked-data-survey",OADS,1504.07758v1.pdf
http://dx.doi.org/10.1364/XX.99.099999 ∗carlos.correia@lam.fr 2,Non-OADS,1504.07777v1.pdf
"All the simulations and analysis done with the object- oriented MALTA B AO simulator (OOMAO) [31] freely available from https://github.com/rconan/OOM AO/ References [1] C. Correia, K. Jackson, J.-P. V´ eran, D. Andersen, O. Lar di` ere, and C. Bradley, “Static and predictive tomographic reconstruction for wide-ﬁeld mult i-object adaptive optics systems,” J. Opt.",OADS,1504.07777v1.pdf
"URLhttp://dx.doi.org/10.1017/S0013091509001783 [12] S. K. Sehgal, Units in integral group rings, Vol.",OADS,1504.07779v1.pdf
"URLhttp://dx.doi.org/10.1016/j.aim.2006.11.005 [16] A. M. Macbeath, Groups of homeomorphisms of a simply con nected space, Ann.",OADS,1504.07779v1.pdf
"URLhttp://dx.doi.org/10.1007/978-1-4613-9586-7_3 [19] C. Maclachlan, A. W. Reid, The arithmetic of hyperbolic 3-manifolds, Vol.",Non-OADS,1504.07779v1.pdf
"To allow reproducing the results, the code will be released at  http://www.quxiaobo.org/project/pFISTA_MRI/Demo_pFIST A_MRI.zip  .",OADS,1504.07786v2.pdf
"[Online] Available:  http://dsp.rice.edu/softwa re/rice-wavelet-toolbox  [42] M. H. Kayvanrad, A. J. McLeod , J. S. H. Baxter, C. A. McKenzie,  and T. M. Peters, ""Stationary wa velet transform for under-sampled  MRI reconstruction,"" Magn.",OADS,1504.07786v2.pdf
We have established the global convergence results of 2. http://www.csie.ntu.edu.tw/ cjlin/libsvmtools/datasets/binary.html 16,OADS,1504.07791v2.pdf
"References [1] B. Abbas, H. Attouch, Dynamical systems and forward-bac kward algorithms associated with the sum of a convex subdif- ferential and a monotone cocoercive operator, Optimization , (2014) http://dx.doi.org/10.1080/02331934.2014.9714 12.",Non-OADS,1504.07793v1.pdf
"Subarachnoid Hemorrhage, eMedicine: http://emedicine.medscape.com/article/1164341-overview, 2010.",Non-OADS,1504.07795v1.pdf
