Sentence,class,file
https://www.wto.,Non-OADS,2009.06960v3.pdf
https://unctad.org/en/ pages/PublicationWebﬂyer.aspx?publicationid=1890 (2017).,Non-OADS,2009.06960v3.pdf
https://unctad.org/en/ pages/PublicationWebﬂyer.aspx?publicationid=2563 (2019).,Non-OADS,2009.06960v3.pdf
https://unctad.org/en/pages/newsdetails.aspx?OriginalVersionID=2369 (2020).,Non-OADS,2009.06960v3.pdf
https://unctad.org/system/ﬁles/ofﬁcial-document/dtltlbinf2020d1_en.pdf (2020).,Non-OADS,2009.06960v3.pdf
https://web.archive.org/web/20200515234751/https://ec.europa.eu/ﬁsheries/sites/ﬁsheries/ﬁles/ 2020-factsheet-coronavirus-ﬁshing-aquaculture-sectors_en.pdf (2020).,Non-OADS,2009.06960v3.pdf
https://docs.imo.org/Shared/ Download.aspx?did=125134 (2020).,Non-OADS,2009.06960v3.pdf
https://web.archive.org/web/20200813172011/http://www.cleanshipping.org/download/ Slow-steaming-CE-Delft-ﬁnal.pdf.,Non-OADS,2009.06960v3.pdf
https://web.archive.org/web/20210118101145/https://www.smm-hamburg.com/ ﬁleadmin/presse/pm/sm/2020/Coronavirus__Technology___Smart_Shipping_-_Stopford_20_April_2020.pdf.,Non-OADS,2009.06960v3.pdf
https://www.imf.org/en/Publications/WP/Issues/2020/05/14/ World-Seaborne-Trade-in-Real-Time-A-Proof-of-Concept-for-Building-AIS-based-Nowcasts-from-49393 (2020).,Non-OADS,2009.06960v3.pdf
https://reut.rs/2XSijvi.,Non-OADS,2009.06960v3.pdf
https://web.archive.org/web/20120507192232/http: //www.mandieselturbo.eu/ﬁles/news/ﬁlesof4672/5510-0040-01ppr_low.pdf (2009).,Non-OADS,2009.06960v3.pdf
https://web.archive.org/web/20200902103322/https://marine.,Non-OADS,2009.06960v3.pdf
https://www.emodnet-humanactivities.eu/ documents/Vessel%20density%20maps_method_v1.5.pdf.,OADS,2009.06960v3.pdf
https://web.archive.org/web/20210118101440/https://www.imo.,Non-OADS,2009.06960v3.pdf
"39.Sand, P. Suez canal transits rise with record tanker trafﬁc in 2020. https://web.archive.org/web/20210118105635/https: //www.bimco.org/news/market_analysis/2020/20200616_suez_canal_ship_transits (2020).",Non-OADS,2009.06960v3.pdf
https://bit.ly/2XPW6y7 (2020).,Non-OADS,2009.06960v3.pdf
https://www.statista.com/statistics/264024/ number-of-merchant-ships-worldwide-by-type/ (2019).,Non-OADS,2009.06960v3.pdf
http://www.q2014.eu/ﬁleadmin/user_upload/ESTAT-Q2014-BigDataOS-v1a.pdf.,Non-OADS,2009.06960v3.pdf
"The source code for the proposed feature fusion method can b e downloaded from this link: https://github.com/JuanMarcosRamirez/featurefusion_ getfund Algorithm 2 Accelerated ADMM for feature fusion from compressive measurem ents Input:yyy,Ψ,Φ,HHH,λ1,λ2,ρ α(0) xxx(0)→0,γγγ(0) 1→0,γγγ(0) 2→0,δδδ(0) 1→0,δδδ(0) 2→0 Output: xxx(+1) 1:repeat 2:xxx()=/parenleftBig 1−α(+1)/parenrightBig xxx() 2+α(+1)xxx() 3:xxx(+1)←argmin xxxL(xxx,γγγ() 1,γγγ() 2)Eq.",OADS,2009.06961v2.pdf
"[32] GrupodeInteligencia Computacional, HyperRemote Sen singScenes, http://www.ehu.eus/ccwintco/index.php/Hyperspectral _Remote_Sensing_Scenes/ , 2008.",Non-OADS,2009.06961v2.pdf
"[36] M. F. Baumgardner, L. L. Biehl, D. A. Landgrebe, 220 Band AVIRIS Hyperspectral Image Data Set: June 12, 1992 Indian Pines Test Site 3, https://purr.purdue.edu/publications/1947/1 , 2019.",Non-OADS,2009.06961v2.pdf
"[37] Jet Propulsion Laboratory, NASA, 2006-2019 AVIRIS Dat a Portal, https://aviris.jpl.nasa.gov/dataportal/ , 2019.",Non-OADS,2009.06961v2.pdf
"In addition, we randomly sample the size of the graph, i.e., size of mask z, fromf22;4 4;88;1616g, and down-sample the given mini-batch 1https://github.com/Borda/pyGCOfor all experiments.",Non-OADS,2009.06962v2.pdf
"In addition to the simulation test, we train classiﬁers with 2https://github.com/berhane/LAP-solvers",Non-OADS,2009.06962v2.pdf
DOI: https://doi.org/10.1016/bs.pbr.2019.01.001 (2019).,Non-OADS,2009.06963v1.pdf
http://saliency.mit.edu/ (2012).,Non-OADS,2009.06963v1.pdf
https://arvojournals.org/arvo/content_public/journal/jov/ 937196/i1534-7362-18-6-10.pdf.,Non-OADS,2009.06963v1.pdf
"35 (1966) 10.  https://www.osti.gov/biblio/4502091 (accessed May 5, 2020).",Non-OADS,2009.06964v1.pdf
"doi:http://dx.doi.org/10.1016/0168 -583X(91)95564 -T.  [48] G. Molière, Theorie der Streuung schneller geladener Teilchen I. Einzelstreuung am  abgeschirmten Coulomb -Feld [Theory of the scattering of fast charged particles I: single -",OADS,2009.06964v1.pdf
"For this reason, the Bayesian optimization (BO) approach pro- posed in [34] for time-varying road pricing mechanisms is here adopted as 1The open source code for the simulation is available at https://github.com/ RM-Liu/MFD_TCS .",Non-OADS,2009.06965v2.pdf
athttps://github.com/mtyhon/deep-sub .,Non-OADS,2009.06972v2.pdf
"Finally, we gratefully acknowledge the support of NVIDIA Corporation for the donation of the Titan Xp GPU used for developing the neural networks in this research.DATA AVAILABILITY The trained neural network used to produce the results in this work as well as source code to train the network is made available at https://github.com/mtyhon/deep-sub .",Non-OADS,2009.06972v2.pdf
"Available: https://www.qualcomm.com/ media/documents/ﬁles/1000x-mobile-data-challenge.pdf [2] J. G. Andrews, X. Zhang, G. D. Durgin, and A. K. Gupta, “Are we approaching the fundamental limits of wireless network densiﬁcation?” IEEE Communications Magazine , vol.",OADS,2009.06974v3.pdf
"Available: http://arxiv.org/abs/2004.13875 [10] F. B. Mismar, B. L. Evans, and A. Alkhateeb, “Deep reinforcement learning for 5G networks: Joint beamforming, power control, and inter- ference coordination,” IEEE Transactions on Communications , vol.",OADS,2009.06974v3.pdf
Available: https://arxiv.org/pdf/1807.09809.pdf [18] V .,Non-OADS,2009.06974v3.pdf
"[4] IEEE 1547, “IEEE Standard Conformance Test Procedures for Equip- ment Interconnecting Distributed Energy Resources with Electric Power Systems and Associated Interfaces,” https://standards.ieee.org/standard/ 1547 1-2020.html, 2020.",Non-OADS,2009.06975v1.pdf
Available: https://github.com/dnp3/opendnp3 [16] O. Tremblay and L.-A.,Non-OADS,2009.06975v1.pdf
BoW and Length baselines are are intended to capture information about lexical patterns of hu- 2https://github.com/PolyAI-LDN/ conversational-datasets/blob/master/ BENCHMARKS.md 3deﬁned as 1,OADS,2009.06978v1.pdf
"5https://github.com/Marsan-Ma/chat_ corpus/ 6The performance of IR Baseline, Starspace, and KV Proﬁle Memory for PersonaChat are following Zhang et al.",OADS,2009.06978v1.pdf
The test assignment and its solution are accessible in the Czech lan- guage at: http://www.statnimaturita-matika.cz/wp-content/uploads/ matematika-test-zadani-maturita-2015-jaro.pdf 2,OADS,2009.06981v1.pdf
"The full derivations can be found at https://bitbucket.org/pl-uwr/scbv-machine 2 Deconstruction of the KN Machine In this section we highlight the endpoints of the derivation: the KN ma chine, and the resulting evaluator obtained from an OCaml encoding of the machine.",Non-OADS,2009.06984v1.pdf
"[11] M. Yu, P. Yang, M. Gong, Q. Cao, Q. Lu, H. Liu, S. Zhang, M. B. Plenio, F. Jelezko, T. Ozawa, et al., National Science Review 7, 254 (2019), ISSN 2095-5138, https://academic.oup.com/nsr/article- pdf/7/2/254/32921980/nwz193.pdf, URL https://doi.",Non-OADS,2009.06987v1.pdf
"[25] X. L. Zhang, S. Wang, B. Hou, and C. T. Chan, Physical Review X 8, 21066 (2018), ISSN 21603308, 1804.09145, URL https://doi.org/10.1103/PhysRevX.8.021066 .",Non-OADS,2009.06987v1.pdf
"6 K. W. Murch, Nature Physics 15, 1232 (2019), ISSN 17452481, 1901.07968, URL http://dx.doi.org/10.",Non-OADS,2009.06987v1.pdf
URL https://aws.amazon.com/hpc/efa/ .,Non-OADS,2009.06988v2.pdf
URL https://docs.microsoft.com/en-us/azure/ virtual-machines/sizes-hpc .,OADS,2009.06988v2.pdf
URL http://man7.org/linux/man-pages/man2/ ptrace.2.html .,OADS,2009.06988v2.pdf
URL https://ffmk.tudos.org .,Non-OADS,2009.06988v2.pdf
URL https://docs.mellanox.com/display/ VMAv883 .,Non-OADS,2009.06988v2.pdf
URL https://podman.io/ .,Non-OADS,2009.06988v2.pdf
URL https://tools.ietf.,OADS,2009.06988v2.pdf
URL https://cw.infinibandta.org/document/ dl/7146 .,Non-OADS,2009.06988v2.pdf
URL https://lwn.net/ Articles/320508/ .,Non-OADS,2009.06988v2.pdf
URL https://lwn.net/Articles/495304/ .,Non-OADS,2009.06988v2.pdf
URL https://patents.google.,Non-OADS,2009.06988v2.pdf
URL https://youtu.be/NumH5YeVjHU?t=45 .,Non-OADS,2009.06988v2.pdf
URL https://www.usenix.org/conference/atc13/ technical-sessions/presentation/mitchell .,Non-OADS,2009.06988v2.pdf
"Published article available at: https://doi.org/10.1016/j.rse.2020.112096 Keywords: urban form, urban growth, urbanization, deep learning, semantic segmentation, multi-temporal classication, spatial and temporal transferability, Landsat 1.",Non-OADS,2009.06992v2.pdf
https://doi.org/10.1016/j.rse.2020.112096 to consistently monitor long-term urbanization processes (Wentz et al.,Non-OADS,2009.06992v2.pdf
"https://doi.org/10.1016/j.rse.2020.112096 Figure 1: Denmark, the study area (training, validation and test areas).",Non-OADS,2009.06992v2.pdf
"https://doi.org/10.1016/j.rse.2020.112096 Figure 2: Classication scheme for urban density in horizontal and vertical dimensions, modied from the local climate zone framework (Bechtel et al.",Non-OADS,2009.06992v2.pdf
"https://www.statbank.dk/BY2 2Dwellings by region, time, year of construction, use and type of resident.",OADS,2009.06992v2.pdf
"https://www.statbank.dk/tabsel/ 206367The horizontal density label was dened by building area ratio, and the vertical density label was produced based on the mean value of building height around the target cell.",OADS,2009.06992v2.pdf
Image collection We pre-processed images through Google Earth EngineTM ( https://earthengine.google.com/ ).,Non-OADS,2009.06992v2.pdf
https://doi.org/10.1016/j.rse.2020.112096 Figure 3: Availability of time series Landsat images from 1985 to 2018.,Non-OADS,2009.06992v2.pdf
https://doi.org/10.1016/j.rse.2020.112096 3.2.3.,OADS,2009.06992v2.pdf
https://doi.org/10.1016/j.rse.2020.112096 Figure 4: Structure of the proposed approach.,Non-OADS,2009.06992v2.pdf
