Sentence,class,file
"This work is based on observations obtained with Planck (http://www.esa.int/Planck), an ESA science mission with instruments and contributions directly funded by ESA Member States, NASA, and Canada.",Non-OADS,1803.07473v2.pdf
[36] http://irsa.ipac.caltech.edu/data/Planck/ release\protect_{}2/all-sky-maps/matrix\ protect_{}cmb.html .,Non-OADS,1803.07473v2.pdf
[37] http://healpix.sf.net .,Non-OADS,1803.07473v2.pdf
[43] https://lambda.gsfc.nasa.gov/toolbox/tb\protect_ {}coordconv.cfm .,OADS,1803.07473v2.pdf
"Due to lack of GAN benchmark results, ?equal contribution yhttps://github.com/B1ueber2y/CAFDarXiv:1803.07474v3  [cs.CV]  19 Jul 2018",Non-OADS,1803.07474v3.pdf
DRAGAN [25] and WGAN-GP [26] get the top two scores on ?We used the o-the-shelf tensorow package https://github.com/hwalsuklee/ tensorflow-generative-model-collections .,OADS,1803.07474v3.pdf
"Images of Be 51 were taken in two series of diﬀerent 1Athttp://webda.physics.muni.cz 2IRAF is distributed by the National Optical Astronomy Obser - vatories, which are operated by the Association of Universi ties for Research in Astronomy, Inc., under cooperative agreement w ith the National Science FoundationTable 1.",OADS,1803.07477v2.pdf
"3http://www.mercator.iac.es/instruments/hermes/herme sdrs.php MNRAS in press, 1–19(2018)",Non-OADS,1803.07477v2.pdf
"However, this is likely an artifact of the 8https://obswww.unige.ch/Recherche/evoldb/index/ 9As updated in http://www.astro.caltech.edu/ jmc/2mass/v3/transform ations/.",OADS,1803.07477v2.pdf
"http://arxiv.org/abs/ 1603.04467 [2] Mahmoud Abo Khamis, Hung Ngo, XuanLong Nguyen, Dan Olteanu, and Max- imilian Schleich.",Non-OADS,1803.07480v2.pdf
"https://arxiv.org/abs/1803.07480 [3]Mahmoud Abo Khamis, Hung Ngo, XuanLong Nguyen, Dan Olteanu, and Maxi- milian Schleich.",Non-OADS,1803.07480v2.pdf
http://eigen.tuxfamily.org.,Non-OADS,1803.07480v2.pdf
"R Foundation for Statistical Computing, http://www.r-project.org.",Non-OADS,1803.07480v2.pdf
URL https://github.com/todor-markov/natural-q-learning/blob/master/ writeup.pdf .,Non-OADS,1803.07482v2.pdf
URL http://web.stanford.,Non-OADS,1803.07482v2.pdf
URL https://www.aaai.org/ocs/index.php/AAAI/AAAI14/ paper/view/8568 .,Non-OADS,1803.07482v2.pdf
URL http://papers.nips.cc/paper/5953-natural-neural-networks.pdf .,OADS,1803.07482v2.pdf
"https://github.com/ openai/baselines , 2017.",Non-OADS,1803.07482v2.pdf
URL http://dx.doi.org/10.5281/zenodo.27878 .,OADS,1803.07482v2.pdf
URL https://hips.seas.harvard.edu/blog/2013/ 01/25/the-natural-gradient/ .,Non-OADS,1803.07482v2.pdf
