Sentence,class,file
2003) because these models are much too 1http://idlastro.gsfc.nasa.gov/Fig.,Non-OADS,0801.1525v1.pdf
"http://irsa.ipac.caltech.edu/applications/G ator/) Delfosse, X., 2004, in Astronomical Society of the Paciﬁc Conference Series, Vol.",Non-OADS,0801.1525v1.pdf
"[30] Reactor Analysis Tool, http://nu.ph.utexas.edu/rat /trac [31] S. Himi, T. Takahashi, J. Ruan, and S. Kubota, Nucl.",OADS,0801.1531v4.pdf
Available athttp://people.virg inia.edu/ ∼aa4cr/MontrealFeb07slides.pdf [2] A. Abdesselam and J. Chipalkatti.,Non-OADS,0801.1533v1.pdf
"preprint; available onlineat http://www.mi.ras.ru/˜razborov/triangles.pdf ,2007.",Non-OADS,0801.1538v1.pdf
"DEPARTMENT OF MATHEMATICS UNIVERSITY OF CALIFORNIA AT LOSANGELES, LOSANGELES, CA 90095-1555, USA Email:timaustin@math.ucla.edu Web:http://www.math.ucla.edu/˜timaustin 12",Non-OADS,0801.1538v1.pdf
"SGRs are found to b e associated with young ( ∼104yr) supernova remnants (SNRs), and their spin periods are 1http://www.physics.mcgill.ca/ ∼pulsar/magnetar/main.html",OADS,0801.1540v1.pdf
http://pos.sissa.it/arXiv:0801.1547v2  [gr-qc]  9 Mar 2008,Non-OADS,0801.1547v2.pdf
(1994); 5 = HyperLeda (http://leda.univ-lyon1.fr/); 6 = Graham (2002); 7 = Aguerri et al.,Non-OADS,0801.1548v2.pdf
"This figure ""Fig1.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig2.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig3.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig4.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig5.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig6.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig7.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig8.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig9.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig10.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1549v1",Non-OADS,0801.1549v1.pdf
"This figure ""Fig01.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1554v2",Non-OADS,0801.1554v2.pdf
"This figure ""Fig02.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1554v2",Non-OADS,0801.1554v2.pdf
"This figure ""Fig03.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1554v2",Non-OADS,0801.1554v2.pdf
"This figure ""Fig04.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1554v2",Non-OADS,0801.1554v2.pdf
"This figure ""Fig05.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0801.1554v2",Non-OADS,0801.1554v2.pdf
The SDSS Web site is http://www.sdss.org/ .,Non-OADS,0801.1555v1.pdf
"[1] L. Bessieres, G. Besson, M. Boileau, La preuve de la conje cture de Poincar´ e d’apres G. Perelman, Images des Mathematiques, 2006. http://www.mat h.cnrs.fr/imagesdesmaths/IdM2006.htm 3",Non-OADS,0801.1568v4.pdf
Данная обновленная версия выложена на http://arxiv.org/abs/0801.1568 с разр ешения издательства.,Non-OADS,0801.1568v4.pdf
"0.3 Литература [BBB06] L. Bessieres, G. Besson, M. Boileau, La preuve de la c onjecture de Poincar´ e d’apres G.Perelman, Images des Mathematiques, 2006, http://www.math.cnrs.fr/imagesdesmaths/IdM2006.htm.",Non-OADS,0801.1568v4.pdf
"Гутенмахер, Прямые и кривые, Мос ква, МЦНМО, 2000, http://www.math.ru/prkr [MSF04] А. С. Мищенко, Ю. П. Соловьев и А. Т. Фоменко, Сборник задач по диффе- ренциальной геометрии и топологии, Москва, Физматлит, 200 4.",Non-OADS,0801.1568v4.pdf
"[PS] В. Прасолов и А. Скопенков, Размышления о признании гео метрии Лобачевского, представлено к публикации, http://arxiv.org/abs/1307.4 902 [Ra03] П. К. Рашевский, Курс дифференциальной геометрии, М осква, УРСС, 2003.",Non-OADS,0801.1568v4.pdf
"[Sk10] А. Скопенков, Объемлемая однородность, Москва, МЦН МО, 2012, http://arxiv.org/abs/1003.5278 [Ta89] С. Л. Табачников, О кривизне, Квант, 1989, N5; Диффер енциальная геометрия вокруг нас, Квант, 1989, N11.",Non-OADS,0801.1568v4.pdf
http://kvant.mirror0.mccme .ru/ [To82] Дж.,Non-OADS,0801.1568v4.pdf
подробнее http://ru.wikipedia.org/wiki/Тензор (24.,Non-OADS,0801.1568v4.pdf
11.2013 там опечатка) и http://en.wikipedia.org/wiki/Tensor (24.11.2013 там оп ечатка исправлена).,Non-OADS,0801.1568v4.pdf
"School of Mathematics and Statistics, Newcastle University , New- castle upon Tyne NE1 7RU, United Kingdom E-mail address :peter.jorgensen@ncl.ac.uk URL:http://www.staff.ncl.ac.uk/peter.jorgensen",Non-OADS,0801.1581v1.pdf
The white dwarf fuel 6http://cococubed.asu.edu,Non-OADS,0801.1582v2.pdf
"[21] D. Grayson and M. Stillman, “Macaulay 2, a software syst em for research in algebraic geometry,” Available at http://www.math.uiuc.edu/Macau lay2/ [22] J.",Non-OADS,0801.1585v2.pdf
