Sentence,class,file
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   5 Results and discussion  5.1 Lego tower case study  The concept in section 3 and its implementation in secti on 4 result in a manufacturing cell that can  flexibly manufacture a high number of possible prod ucts from square and rectangle legos.,Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
"This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/     Figure 8 Collision between the robot arm and assembl y  Figure 9 shows a screenshot of the physical assembl y phase, including the following objects introduced  in Figure 2 which were not visible in previous scree nshots: the MobileRobot platform with a magenta  RobotArm and two Buffer objects in the background: on e for rectangular block on the left and another  for square block on the right.",Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/     Figure 9 Screenshot from the physical assembly phase  showing the entire manufacturing cell.,Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   the yellow pendulum in the top-right.,Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
"This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/     Figure 10 Sequence of screenshots from the assembly o f the Cranfield benchmark: clockwise starting  from top-left  As discussed in section 1-2, the designer is expecte d to influence the assembly sequence by a well- designed digital product description and then send it to  a potential manufacturer for virtual assembly,  which can provide video feedback capturing findings such as in Figure 10.",Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   description on the first attempt.,Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   Further limitations to the specifications in section 3 wil l be encountered for assemblies with require  tools e.g.,Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
"This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   [3]  J. Lyly-Yrjänäinen, J. Holmström, M.I.",Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   [21]S.H.,Non-OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
"This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   [38]L. Hundt, R. Drath, A. Lüder, J. Peschke, ""Seamle ss automation engineering with  AutomationML®,"" IEEE International Technology Management Conference ( ICE) , Lisbon, 2008,  pp.",OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
"This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   [53]J. Yan, V. Vyatkin, “Distributed Software Architec ture Enabling Peer-to-Peer Communicating  Controllers”, IEEE Transactions on Industrial Informatics  9(4), 2013, pp.",OADS,2104.06509v1.pdf
34–46 https://doi.org/10.1016/j.compind.2018.01.013      © 2018 Elsevier.,Non-OADS,2104.06509v1.pdf
"This accepted manuscript is made ava ilable under the CC-BY-NC-ND 4.0 license  http://creativecommons.org/licenses/by-nc-nd/4.0/   Assembly Planning (AP): the process of creating a de tailed assembly plan to craft a whole product from  separate parts considering the final product geometry, available resources, tool  descriptions, etc.",Non-OADS,2104.06509v1.pdf
"This ability eludes AI sys- tems, and has motivated the design of a wealth of 1Data and code available at https://github.com/ liweijiang/anion X takes his mask off OriginalCommonsense Contradiction    X wears a mask X loses his mask responsibleget protectedto throw the used mask away to have a maskto breath freelynervousto avoid X X is seen as…As a result, others want…As a result, X feels…As a result, X wants… Before, X needed…As a result, others want… As a result, others then…Because X wanted… Because X wanted…Before, X needed… saves money from buying a maskAs a result,  X then…X doesn’t wear a maskLogical NegationcarefreeX is seen as… X is seen as…Figure 1: Commonsense inferences for the event “X wears a mask,” its logical negation and commonsense contradiction events, and their associated inferences.",Non-OADS,2104.06511v2.pdf
We apply the rules to original events from ATOMIC and randomly select at least 200 automat- ically generated semi-logical negation events per each negation cue for manual screening by the ﬁrst 4https://www.nltk.org 5https://dictionary.cambridge.org/us/ grammar/british-grammar/negation_2author to avoid misplacement of negation cues and awkward expressions.,Non-OADS,2104.06511v2.pdf
Special tokens that 6https://homes.cs.washington.edu/ ~msap/atomic/mTurkFiles/,Non-OADS,2104.06511v2.pdf
Loss Function The negation discriminator is trained to minimized the binary cross-entropy loss: LD=ylogP(y)+(1,Non-OADS,2104.06511v2.pdf
Besides qualifying users 8https://huggingface.co/transformers/ 9http://rasbt.github.io/mlxtend/,Non-OADS,2104.06511v2.pdf
"Transdisciplinarity: A review of its origins, development, and current issues  2 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5656240/ .",Non-OADS,2104.06512v1.pdf
"Systems safety applies systems engineering and systems management to identify and manage hazards in  3 According to NASA, “System Safety is the application of engineering and management principles, criteria and techniques to optimize safety within the constraints of operational effectiveness, time, and cost throughout all phases of the system life cycle”: https://sma.nasa.gov/sma-disciplines/system-safety.",Non-OADS,2104.06512v1.pdf
"4 Annex 19 to the Convention on International Civil Aviation, 2nd Edition, ICAO 2016 5 https://www.skybrary.aero/index.php/Safety_Culture.",Non-OADS,2104.06512v1.pdf
"https://www.safetyresearch.net/Library/BarrSlides_FINAL_SCRUBBED.pdf, 7 November 2013.",Non-OADS,2104.06512v1.pdf
Maritime has its own  9 https://www.sae.org/standards/content/arp4761/,Non-OADS,2104.06512v1.pdf
As autonomous  10 Technically a rocket is not an aircraft under the definition of ‘aircraft’ in the Civil Aviation Act 1988 (unless it is a rocket-powered aircraft)  11 https://www.casa.gov.au/sites/default/files/101c01.pdf.,Non-OADS,2104.06512v1.pdf
12 https://www.casa.gov.au/publications-and-resources/media-hub/speeches-and-presentations/rpas-australian-skies-conference.,Non-OADS,2104.06512v1.pdf
"Work has started on developing a more suitable rating mechanism for autonomous robots, such as the Euro NCAP Driver Assistance Systems14 and a project of the ANU in collaboration with York University in the UK, under the Assuring  13 https://www.york.ac.uk/assuring-autonomy/projects/atm/.",Non-OADS,2104.06512v1.pdf
14 https://www.euroncap.com/en/vehicle-safety/safety-campaigns/2018-automated-driving-tests/.,Non-OADS,2104.06512v1.pdf
The National  15 https://www.york.ac.uk/assuring-autonomy/projects/atm/.,Non-OADS,2104.06512v1.pdf
16 https://www.york.ac.uk/assuring-autonomy/body-of-knowledge/.,Non-OADS,2104.06512v1.pdf
http://www.dmp.wa.gov.au/Documents/Safety/MSH_COP_SafeMobileAutonomousMiningWA.pdf 18 https://gmggroup.org/guidelines/.,Non-OADS,2104.06512v1.pdf
The current taxonomy for levels of automation is based on the Society of Automotive Engineers (SAE) International Standard J3016 as follows:  19https://www.ntc.gov.au/sites/default/files/assets/files/NTC%20Automated%20Vehicle%20Reform%20Program%20Approach%20%28October%202019%29%20-%20Public%20version.pdf.,OADS,2104.06512v1.pdf
Technologies are no  23 https://www.alrc.gov.au/publication/for-your-information-australian-privacy-law-and-practice-alrc-report-108/31-cross-border-data-flows/trustmarks/.,Non-OADS,2104.06512v1.pdf
