Sentence,class,file
S.847 - Commercial Facial Recognition Privacy Act of 2019. https://www.congress.gov/bill/116th-congress/senate-bill/847/text [5] Joy Buolamwini.,Non-OADS,2001.00964v1.pdf
H.R.2231 - Algorithmic Accountability Act of 2019. https://www.congress.gov/bill/116th-congress/house-bill/2231 [10] Rep. Yvette D. Clarke.,Non-OADS,2001.00964v1.pdf
H.R.4008 - No Biometric Barriers to Housing Act of 2019. https://www.congress.gov/bill/116th-congress/house-bill/4008/text?r= 11&s=1 [11] Lord Clement-Jones.,Non-OADS,2001.00964v1.pdf
Automated Facial Recognition Technology (Morato- rium and Review) Bill [HL] 2019-20. https://services.parliament.uk/bills/2019- 20/automatedfacialrecognitiontechnologymoratoriumandreview.html [12] Kimberle Crenshaw.,Non-OADS,2001.00964v1.pdf
"Re- trieved October 31, 2019 from https://foreignpolicy.com/2018/07/24/beijings-big- brother-tech-needs-african-faces/ [24] Michael Hind, Sameep Mehta, Aleksandra Mojsilovic, Ravi Nair, Karthikeyan Natesan Ramamurthy, Alexandra Olteanu, and Kush R Varshney.",Non-OADS,2001.00964v1.pdf
"Retrieved Oct 31, 2019 from https://cloud.ibm.com/ docs/services/visual-recognition?topic=visual-recognition-release-notes [27] Kairos.",OADS,2001.00964v1.pdf
"Retrieved Oct 31, 2019 from https://www.kairos.com/pricing [28] Michael Kearns, Seth Neel, Aaron Roth, and Zhiwei Steven Wu.",Non-OADS,2001.00964v1.pdf
"Retrieved October 31, 2019 from https://www.fastcompany.com/90216258/uber-face-recognition-tool-has-locked-out-some-transgender-drivers [32] Michele Merler, Nalini Ratha, Rogerio S. Feris, and John R. Smith.",Non-OADS,2001.00964v1.pdf
"Retrieved Oct 31, 2019 from https://docs.microsoft.com/en-us/azure/cognitive-services/face/overview [34] Margaret Mitchell, Simone Wu, Andrew Zaldivar, Parker Barnes, Lucy Vasserman, Ben Hutchinson, Elena Spitzer, Inioluwa Deborah Raji, and Timnit Gebru.",Non-OADS,2001.00964v1.pdf
arXiv:1810.03993 http://arxiv.org/abs/1810.03993 [35] Paul Mozur.,Non-OADS,2001.00964v1.pdf
"Retrieved October 31, 2019 from https://www.nytimes.com/2019/04/14/technology/china-surveillance-artificial- intelligence-racial-profiling.html [36] Kristina Murphy.",Non-OADS,2001.00964v1.pdf
"Retrieved August 24, 2017 from https://www.aclu.org/blog/privacy-technology/surveillance-technologies/ amazons-face-recognition-falsely-matched-28 [44] Olivia Solon.",Non-OADS,2001.00964v1.pdf
"Retrieved October 31, 2019 from https://www.nbcnews.com/tech/internet/facial-recognition-s-dirty-little- secret-millions-online-photos-scraped-n981921 [45] Nisha Srinivas, Karl Ricanek, Dana Michalski, David S Bolme, and Michael King.",Non-OADS,2001.00964v1.pdf
"[23] “Physport,” https://www.physport.org .",Non-OADS,2001.00967v1.pdf
"[24]“Table II for the Force Concept In- ventory (revised from 081695r),” http://modeling.asu.edu/R&E/FCI-RevisedTable-II_201 0.pdf.",OADS,2001.00967v1.pdf
"[65]“US News & World Report: Education,” https://premium.usnews.com/best-colleges .",Non-OADS,2001.00967v1.pdf
"Mosca, and D. Hestenes, “Force Concept Inventory (revised 1995),” (1995), http://modeling.asu.edu/R&E/Research.html Ac- cessed 7/19/2019.",OADS,2001.00967v1.pdf
"iv For a timeline of Maunakea legal actions, see http://kahea.org/issues/sacred -summits/timeline -of-events .",Non-OADS,2001.00970v1.pdf
