Sentence,class,file
"Technical Report 09-07, RISC Report Series, Johannes Kepler University Linz, 2009. http://www.risc.jku .at/research/ combinat/software/Guess/.",Non-OADS,1108.2164v2.pdf
"Tec hnical Report 10-01, RISC Report Series, Johannes Kepler University, Linz, Aus tria, 2010. http://www.risc.jku.at/research/combinat/software/Holonomic Functions/.",OADS,1108.2164v2.pdf
"Electronic supplementary material to t he article “Lattice Green’s functions of the higher-dimensional face-centered cubic lattices”, 2011. http://www.koutschan.de/data/fcc/.",Non-OADS,1108.2164v2.pdf
http://www.risc.jku.at/research/combinat/software/Asympto tics/.,OADS,1108.2164v2.pdf
"Retreived on Dece mber 30, 2008 from http://archive.gao.gov/t2pbat4/150724.pdf .",OADS,1108.2167v1.pdf
"9 no.3 (2009),1623–1635 [Liu]A Liulevicius ,A theorem in homological algebra and stable homotopy of proj ective spaces,Trans.Amer.Math.Soc.109(1963),540–552 [R]RRim´anyi,GeneralizedPontrjagin–Thomconstructionforsingularma ps,PhDthesis, E¨otv¨osUniversity(1996) http://www.unc.edu/ rimanyi/cikkek/ [RSz]RRim´anyi,ASz ˝ucs,Pontrjagin–Thomtypeconstructionformapswithsingulari ties, Topology37(1998)1177–1191 [RS]CRourke,BSanderson ,Thecompressiontheorem.I ,Geom.Topol.5(2001)399–429 [S1]J P Serre ,Homologie singuli `ere des espaces ﬁbr ´es.",Non-OADS,1108.2168v1.pdf
Diﬀerent air pollution models have been developed in the last decades by the Nat ional Environmental Research Institute ( http://www.dmu.dk/en/air/models/ ).,Non-OADS,1108.2170v1.pdf
"J. Orfanidis, Electromagnetic waves and antennas , http://www.ece.rutgers.edu/ /tildeloworfanidi/ewa (2008).",Non-OADS,1108.2173v1.pdf
"Nonetheless, most applications of statistical meth- Stephen E. Fienberg is Maurice Falk University Professor, Department of Statistics, Heinz College, Machine Learning Department, and Cylab, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213-3890, USA e-mail: ﬁenberg@stat.cmu.edu ; URL: http://www.stat.cmu.edu/ﬁenberg/ .",Non-OADS,1108.2177v1.pdf
As Don Berry has argued: 2http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/c fTopic/ pma/pma.cfm?num=p970033 .,Non-OADS,1108.2177v1.pdf
3http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/c fTopic/ pma/pma.cfm?num=p970015 .,OADS,1108.2177v1.pdf
Available at http://www.fcsm.gov/ 05papers/Ballin ScanuVicardIIC.pdf.,Non-OADS,1108.2177v1.pdf
Available at http://www.fda.gov/MedicalDevices/ DeviceRegulationandGuidance/GuidanceDocuments/ ucm071072.htm .,Non-OADS,1108.2177v1.pdf
Available at http://www.senate.gov/ ~govt-aff/071801_karl.htm .,Non-OADS,1108.2177v1.pdf
Available at http://www.sis-statistica.it/ﬁles/pdf/atti/ RSBa2004p273-276.pdf .,OADS,1108.2177v1.pdf
Avail- able at http://energycommerce.house.gov/108/home/ 07142006 Wegman Report.pdf .,Non-OADS,1108.2177v1.pdf
"[7] Magma, http://magma.maths.usyd.edu.au/magma/.",OADS,1108.2185v1.pdf
"Norbert Steinmetz Institut f¨ ur Mathematik Technische Universit¨ at Dortmund D-44221 Dortmund, Germany E-mail: stein@math.tu-dortmund.de Web: http://www.mathematik.tu-dortmund.de/steinmetz/",Non-OADS,1108.2188v1.pdf
"(DEL- PHI Collaboration), DELPHI 2001-085 CONF 513, June 2001; LE P Higgs Working Group for Higgs boson searches, arXiv:hep-ex/0107029; LEP2 Joint SUSY Working Group, http://lepsusy.web.cern.ch/lepsusy/ .",OADS,1108.2190v1.pdf
http://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/TDR/a ccess.html.,OADS,1108.2190v1.pdf
http://cdsweb.cern.ch/search.py?recid=942733.,OADS,1108.2190v1.pdf
B 492(1997) 51 [arXiv:hep-ph/9610490]; http://www.thphys.uni-heidelberg.de/ ∼plehn/prospino/ .,Non-OADS,1108.2190v1.pdf
"[46]http://www.nhn.ou.edu/ ∼isajet/ [47] I. Hinchliﬀe, F. E. Paige, M. D. Shapiro, J. Soderqvist a nd W. Yao, Phys.",Non-OADS,1108.2190v1.pdf
Please see http://robert.bredereck.info for the full-featured version.arXiv:1108.2191v1  [cs.CC]  10 Aug 2011,Non-OADS,1108.2191v1.pdf
"We were unable to identify MHO 735 in the 3.6 m, 4.5m and 8.0mSpitzer IRAC bands, 3http://www.jach.hawaii.edu/UKIRT/MHCat/Table 1.",OADS,1108.2193v1.pdf
"4http://caravan.astro.wisc.edu/protostars/ c2011 RAS, MNRAS 000, 1–10",OADS,1108.2193v1.pdf
"Institut f ¨ur Algebra, Zahlentheorie und Diskrete Mathematik, Fakult ¨at f¨ur Mathematik und Physik, Leibniz Universit ¨at Hannover, Welfengarten 1, 30167 Hannover, Germany E-mail address :holm@math.uni-hannover.de URL:http://www.iazd.uni-hannover.de/~tholm School of Mathematics and Statistics, Newcastle Universit y, Newcastle upon Tyne NE1 7RU, United Kingdom E-mail address :peter.jorgensen@ncl.ac.uk URL:http://www.staff.ncl.ac.uk/peter.jorgensen E-mail address :dongyang2002@googlemail.com",Non-OADS,1108.2195v1.pdf
http://pos.sissa.it/,Non-OADS,1108.2197v1.pdf
"However t he overall behaviour of the photon index observed between uppe r and lowerbranchstaysthesame(Fig.4).Intheremainingobserv ations 1A detailed discussion on PCA calibration issues can be found at: http://www.universe.nasa.gov /xrays/programs/rxte/pca/doc/rmf/pcarmf-11.7/ c/circlecop†rt2011 RAS, MNRAS 000, 1–7",Non-OADS,1108.2198v1.pdf
NOMAD3- Naval Observatory Merged Astrometric Dataset has information 2http://www.ukssdc.rl.ac.uk/solar/stereo/documentati on/HIprocessing L2data.htmlFigure 3.,OADS,1108.2199v1.pdf
The data used in this plot is from a very small strip-like region of CCD comprising of 10 pixels by 1024 pixels and we can clearly identify the time when the Solar wind cloud passed through this region imaged by the CCD from the high scatter of all the light 4The event list is provided at the STEREO site http://www.sstd.rl.ac.uk/stereo/HIEventList.html,Non-OADS,1108.2199v1.pdf
See http://www.bear.bham.ac.uk for more details.,Non-OADS,1108.2199v1.pdf
"http://www.mathsci.appstate.edu/˜jlh/snp/pdfslides/ bfp.pdf, pages 1–6, 2000.",Non-OADS,1108.2201v1.pdf
"This work was carriedoutlargelyontheC OSMOSUKNationalCosmologySuper- computer at DAMTP, Cambridge and the Darwin Supercomputer oftheUniversityofCambridge HighPerformanceComputingS er- vice (http://www.hpc.cam.ac.uk/ ), provided by Dell Inc. using Strategic Research Infrastructure Funding from the H igher Education Funding Council for England.",OADS,1108.2202v2.pdf
"Marcus Vitruvius Pollio, The Architecture, Trans lated by Joseph Gwilt, Priestly and  Weale, London, 1826  2. http://en.wikipedia.org/wiki/Archimedes , retrieved August 10, 2011  3.",Non-OADS,1108.2204v1.pdf
"C. Rorres, The Golden Crown,, Drexel University,  retrieved August 10, 2011 from  http://www.math.nyu.edu/~crorres/Archimedes/Crown/C rownIntro.html  4. http://www.math.nyu.edu/~crorres/Archimedes/Crow n/Vitruvius.html  5. http://en.wikipedia.org/wiki/Water_clock , retrieved August 10, 2011        Fig.1 Archimedes had surely some vessels as those s hown in the figure.",Non-OADS,1108.2204v1.pdf
"We say theoretically with reason, as the data must still be read from disk and we are unlikely 1http://en.wikipedia.org/wiki/Embarrassingly_parallel",Non-OADS,1108.2206v1.pdf
"In: Proceedings of the Royal Irish Academy, vol 3, pp 1{16, http://www.maths.tcd.ie/pub/HistMath/People/ Hamilton/Quatern2/Quatern2.html Jordan S (2008) The Gaia project: Technique, performance and status.",Non-OADS,1108.2206v1.pdf
"In: International Conference on Web Services, also MS technote http://arxiv.org/pdf/cs.DC/0502072 O'Mullane W, Lammers U, Bailer-Jones C, Bastian U, Brown A, Drimmel R, Eyer L, Huc C, Jansen F, Katz D, Lindegren L, Pourbaix D, Luri X, Mignard F, Torra J, van Leeuwen F (2006) Gaia Data Processing Architecture.",OADS,1108.2206v1.pdf
Available at http://www.math.uiuc.edu/Macaula y2/.,Non-OADS,1108.2207v1.pdf
"Moscow: Diﬃety Institute of the Russian Academy of Natural Sciences, 9 pp., electronic only (EL ibEMS, http://www.emis.de/proceedings/SCCP97 ).",Non-OADS,1108.2211v1.pdf
"In the multicomponent case, the equivalence between the solutions of the two approximations has been shown for ∗rohr@icate-conicet.gob.ar; http://icate-conicet.gob.",Non-OADS,1108.2212v2.pdf
ar/rohrmann †andres@unex.es; http://www.unex.es/eweb/ﬁsteor/andre sbinary mixtures in three dimensions [10] and ﬁve dimen- sions[9].,Non-OADS,1108.2212v2.pdf
"[7]The On-Line Encyclopedia of Integer Sequences ,http://oeis.org/ Department of Mathematics and Statistics, University of Sou th Florida, Tampa, FL 33620 E-mail address :wclark@mail.usf.edu Department of Mathematics and Statistics, University of Sou th Florida, Tampa, FL 33620 E-mail address :xhou@usf.edu",Non-OADS,1108.2215v1.pdf
"E-mail address :federico@math.sfsu.edu URL:http://math.sfsu.edu/federico/ LaCIM, Universit ´e du Qu ´ebec`a Montr ´eal.",Non-OADS,1108.2219v1.pdf
E-mail address :serrano@lacim.ca URL:http://www.thales.math.uqam.ca/~serrano/,Non-OADS,1108.2219v1.pdf
"al, “MadGraph - Pythia Interface,” http://madgraph.hep.uiuc.edu/ .",OADS,1108.2220v2.pdf
"[49] J. Conway, “PGS - Preaty Good Simulation ,” http://www.physics.ucdavis.edu/ conway/research/soft ware/pgs/pgs4-general.htm .",Non-OADS,1108.2220v2.pdf
"[51] P. Demin, “ExROOT Analysis Package,” http://madgraph.hep.uiuc.edu/ .",Non-OADS,1108.2220v2.pdf
