Sentence,class,file
"This figure ""Fig1astroph.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0907.2602v2",Non-OADS,0907.2602v2.pdf
"This figure ""Fig2astroph.jpg"" is available in ""jpg""  format from: http://arxiv.org/ps/0907.2602v2",Non-OADS,0907.2602v2.pdf
http://www.wisdom.weizmann.ac.il/ itai/randomplanar2.pdf [7] B. H. Bowditch.,Non-OADS,0907.2609v4.pdf
2009. http://arxiv.org/abs/0909.3706 [13] G. Kuperberg and O. Schramm.,Non-OADS,0907.2609v4.pdf
2010. http://arxiv.org/abs/1007.2007 [16] B. Rodin and D. Sullivan.,Non-OADS,0907.2609v4.pdf
"[9] Corsika web page and references therein: http://www-ik.fzk.de/corsika/physics_description/co rsika_phys.html [10] A. M. Hillas, J. Phys.",OADS,0907.2610v3.pdf
"Phys., 20, 129-143 (2003) [13] ROOT web page and references therein: http://root.cern.ch/ [14] H.E.S.S.",OADS,0907.2610v3.pdf
"1http://cococubed.asu.edu/code pages/coldwd.shtmlAnewborn quarkstarcouldcertainlyrotatedifferentially ,and may be relaxed to become a rigidly rotating conﬁguration ﬁna lly.",Non-OADS,0907.2611v1.pdf
"7See, e.g., the web site: http://www.h-minus-ion.org/ .",OADS,0907.2614v1.pdf
"30A table of ground-state energies is available, e.g., on the web site of the Phyiscs and atronomy Department of the University of Kentucky, http://www.pa.uky.edu/ verner/atom.html The excitations energies are compiled,e.g., by the National Bureau of Standards and Technol- ogy: Ralchenko, Yu., Kramida, A.E., Reader, J., and NIST ASD Team (2008).",OADS,0907.2614v1.pdf
"NIST Atomic Spectra Database, http://physics.nist.gov/asd3 [2009, May 7].",OADS,0907.2614v1.pdf
"References [1] Slides: http://indico.cern.ch/contributionDisplay.py?contri bId=160&sessionId=5&confId=53294 [2] E. Laenen, et al., Nucl.",OADS,0907.2615v1.pdf
http://arxiv.org/abs/0807.4988.,Non-OADS,0907.2618v3.pdf
http://arxiv.org/abs/0905.1520.,Non-OADS,0907.2618v3.pdf
"The initially prepared atoms are assumed to be injected into the cavity at constant rate and removed after they spon taneously decay to energy levels that are notPublished: 1 December 2008 PMC Physics B  2008, 1:17 doi:10.1186/1754-0429-1-17Received: 8 July 2008 Accepted: 1 December 2008 This article is available from: http://www.physmathcentral.com/1754-0429/1/17 © 2008 Tesfa  This is an Open Access article distribute d under the terms of the Creative Commons Attribution License (http://creativecommons.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 2 of 18 (page number not for citation purposes)involved in the lasing process.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 3 of 18 (page number not for citation purposes)tainty condition.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 4 of 18 (page number not for citation purposes)It is not difficult to notice that  and  ar e the probabilities for the atoms to be initially in the upper and lower energy levels, whereas  represents the initial atomic coherence.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 5 of 18 (page number not for citation purposes)It is worth noting that N is the mean photon number of the environment mode capable of coupling with the cavity radiation.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 6 of 18 (page number not for citation purposes)(t) = a+(t)(0) + a-(t) *(0) + G-(t) + G+(t), (16) in which It is not difficult to notice th at a well behaved solution of Eq .",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 7 of 18 (page number not for citation purposes)where FR (t) is the noise force associated with the en vironment modes and satisfies for broadband biased noise fluctuations the correlations: /H20908FR (t)/H20909 = 0, (24) /H20908FR (t) FR (t')/H20909 = M (t - t').",OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 8 of 18 (page number not for citation purposes)This is the mean photon number of the output ra diation in which the first term is the contri- bution of the cavity radiation that escapes throug h the mirror, the second term is the mean pho- ton number of the environment m odes and the third term is the me asure of the intensity of the biased noise fluctuations entering the ca vity.",OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 9 of 18 (page number not for citation purposes)Hence the variances of the quadrature operators for the output radiation at steady state turn out to be This reduces for A = 0 to  = 1 + 2 N ± 2M, since there is only biased noise fluctuations in the cavity in this case.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 10 of 18 (page number not for citation purposes)for convenience, squeezing of 71% occurs for N = 0.4 and A = 10 at  = 0.25 whereas for N = 0.1 squeezing of 53% occurs at  = 0.22.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 11 of 18 (page number not for citation purposes)It is not difficult to see from Fig.",Non-OADS,0907.2620v1.pdf
"PMC Physics B  2008, 1:17 http://www.physmathcentral.com/1754-0429/1/17 Page 12 of 18 (page number not for citation purposes)made.",Non-OADS,0907.2620v1.pdf
