Sentence,class,file
Availableat http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10 .1.1.401.5051 .,OADS,1609.04101v1.pdf
Availableat http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10 .1.1.375.1193 .,OADS,1609.04101v1.pdf
Availableat http://t2r2.star.titech.ac.jp/rrws/file/CTT10070158 4/ATD100000413/ .,OADS,1609.04101v1.pdf
Avail- ableathttps://dspace.mit.edu/handle/1721.1/15540 .,Non-OADS,1609.04101v1.pdf
A fast implementation of the new tableau written by Matteo Battelo of Udine University is available from https://github.com/Corralx/leviathan and described in [3].,Non-OADS,1609.04102v1.pdf
The demonstration Java implementation is available at http://staffhome.ecm.uwa.edu.,OADS,1609.04102v1.pdf
Available at http://www.ijcai.org/ Abstract/16/139 .,Non-OADS,1609.04102v1.pdf
Available at http://www.iam.unibe.ch/ltgpub/1998/sch98b.ps .,Non-OADS,1609.04102v1.pdf
Available athttp://users.cecs.anu.edu.au/ ~rpg/software.htm .,Non-OADS,1609.04102v1.pdf
"STEP is a multi -NCAR  laboratory activity aimed to improve the short -term forecasting of high -impact weather, such as  severe thunderstorms, winter storms, and hurricanes (http://www.rap.ucar.edu/projects/step/).",Non-OADS,1609.04103v2.pdf
Table 1 : Comparison  of five machine learning methods on 5 -CV  Approach  POD(± σ) FAR(± σ) CSI(±σ)  SBOW ( SVM ) 0.6050±0.0 058 0.5243±0.0 082 0.3631±0.0064   Logistic Regression  0.5111±0.0361  0.5799±0.0360  0.2980±0.0086   J48 0.5100±0.0154  0.5336±0.0177  0.3066±0.0296   Adaboost  0.5740±0.0205  0.5892±0.0062  0.3146±0.0044   Maxent * 0.5033±0.0232  0.5880±0.0253  0.2922±0.0090   * Maxent is from  http://homepages.inf.ed.ac.uk/lzhang10/maxent.html   4.2 Comparison results of SBOW with TITAN   4.2.1 Qualitative Analysis   Two heavy rainfall events (6 June 2012 and 7 July 2012) were used to compare the  performance s of SBOW and TITAN .,OADS,1609.04103v2.pdf
"After it was detected that 12 of the 14 structures deposited i n the PDB protein data bank [BHN] by H. K. M. Murthy were not based on experimental data (see https://www.uab.edu/reporterarchive/ 71570-uab-statement-on-protein-data-bank-issues ), two of the authors asked the ques- tion if their rather anomalous B-factor distributions coul d have been used to automatically detect the prob- lems (seeswift.cmbi.ru.nl/gv/Murthy/Murthy_4.html ).",OADS,1609.04106v3.pdf
http://www.ub.uni-heidelberg.de/archiv/13142 .,Non-OADS,1609.04106v3.pdf
"[6] F. Naito, \20th meeting of J-PARC Program Advisory Committee for the Nuclear and Particle Physics Experiments at the J-PARC Main Ring,"" (2015), https://kds.kek.jp/indico/ event/19054/ .",Non-OADS,1609.04111v1.pdf
"[66] E. S. Pinzon Guerra, \ Measurement of absorption and charge exchange of +on carbon,"" (2015), talk presented at NuInt15, http://indico.ipmu.jp/indico/contributionDisplay.",Non-OADS,1609.04111v1.pdf
"[74] NuPRISM Collaboration, \Proposal for the NuPRISM Experiment in the J-PARC Neu- trino Beamline,"" (2015), http://j-parc.jp/researcher/Hadron/en/pac_1507/pdf/P61_ 2015-5.pdf .",OADS,1609.04111v1.pdf
"For example, the AlexNet proposed 1http://yann.lecun.com/exdb/mnist/ 3",Non-OADS,1609.04112v2.pdf
"URL http://arxiv.org/abs/1312.6199 [20] K. Audhkhasi, O. Osoba, B. Kosko, Noise-enhanced convolutional neural networks, Neural Networks 78 (2016) 15{23.",OADS,1609.04112v2.pdf
All the data sets generated for  these tests are publicly accessible on https://github.com/BUILTNYU/Network -learning -via-multi- agent -inverse -transportation- problems .,OADS,1609.04117v4.pdf
"Data is being stored on the yt Hub ( http://hub.yt ), which allows for remote access and analysis using a Jupyter notebook server.",OADS,1609.04121v2.pdf
