URL SURT Directory Filename URLType
https://github.com/eyce9000/openawt com,github)/eyce9000/openawt 201212 17240/LUCCHESE-THESIS-2012.pdf text_urls
https://github.com/eyce9000/strontium com,github)/eyce9000/strontium 201212 17240/LUCCHESE-THESIS-2012.pdf text_urls
https://github.com/hiraditya/cpp2cxx com,github)/hiraditya/cpp2cxx 201212 15119/ADITYAKUMAR-THESIS-2012.pdf annot_urls
https://github.com/facebook/hiphop-php com,github)/facebook/hiphop-php 201212 15119/ADITYAKUMAR-THESIS-2012.pdf annot_urls
https://github.com/biocoder/perl-for-bioinformatics/releases com,github)/biocoder/perl-for-bioinformatics/releases 201605 570/TRIFF-DISSERTATION-2016.pdf text_urls
https://github.com/parasol-aser/tree com,github)/parasol-aser/tree 201605 690/RAJAGOPALAN-THESIS-2016.pdf text_urls
https://github.com/hotdrink com,github)/hotdrink 201605 13229/FREEMAN-DISSERTATION-2016.pdf annot_urls
https://github.com/jordiabante/himme com,github)/jordiabante/himme 201605 751/ABANTELLENAS-THESIS-2016.pdf annot_urls
https://github.com/adafruit com,github)/adafruit 201605 9573/PANDA-THESIS-2016.pdf text_urls
https://github.com/kmackay/micro-ecc com,github)/kmackay/micro-ecc 201605 9573/PANDA-THESIS-2016.pdf text_urls
https://github.com/kokke/tiny-aes128-c com,github)/kokke/tiny-aes128-c 201605 9573/PANDA-THESIS-2016.pdf text_urls
https://github.com/jdstorey/qvalue com,github)/jdstorey/qvalue 201812 4068/DHAKAL-DISSERTATION-2018.pdf annot_urls
https://github.com/tgac/kat com,github)/tgac/kat 201812 4050/BROWNE-DISSERTATION-2018.pdf text_urls
https://github.com/enormandeau/scripts/blob/master/fastqcombinepairedend.py com,github)/enormandeau/scripts/blob/master/fastqcombinepairedend.py 201812 4050/BROWNE-DISSERTATION-2018.pdf text_urls
https://github.com/standage/genhub com,github)/standage/genhub 201812 4050/BROWNE-DISSERTATION-2018.pdf text_urls
https://github.com/pacificbiosciences/genomicconsensus com,github)/pacificbiosciences/genomicconsensus 201812 4050/BROWNE-DISSERTATION-2018.pdf text_urls
https://github.com/pacificbiosciences/blasr com,github)/pacificbiosciences/blasr 201812 4050/BROWNE-DISSERTATION-2018.pdf text_urls
https://github.com/pacificbiosciences/kineticstools com,github)/pacificbiosciences/kineticstools 201812 4050/BROWNE-DISSERTATION-2018.pdf text_urls
https://github.com/socolofs/tamoc com,github)/socolofs/tamoc 201812 2956/JUN-DISSERTATION-2018.pdf annot_urls
https://github.com/pacificbiosciences/genomicconsensus/blob/master/doc/faq.rst com,github)/pacificbiosciences/genomicconsensus/blob/master/doc/faq.rst 201812 4072/COXJR-DISSERTATION-2018.pdf text_urls
